review_score,order_status,payment_value,payment_installments,payment_type,price,freight_value,num_items,customer_state,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_state,product_category_name_english,delivery_days,is_late,purchase_dayofweek
2,delivered,62.5,3.0,credit_card,44.9,17.6,1.0,RJ,58.0,364.0,1.0,1000.0,40.0,28.0,28.0,MG,housewares,10.0,0,1
3,delivered,83.98,3.0,credit_card,69.9,14.08,1.0,RJ,54.0,268.0,1.0,983.0,23.0,16.0,15.0,RJ,health_beauty,22.0,1,1
3,delivered,62.76,2.0,credit_card,50.9,11.86,1.0,SP,56.0,1245.0,5.0,350.0,22.0,8.0,19.0,SP,housewares,0.0,0,0
5,delivered,30.62,1.0,credit_card,12.7,17.92,1.0,SP,51.0,589.0,1.0,700.0,43.0,7.0,54.0,RS,unknown,11.0,0,3
5,delivered,22.68,1.0,credit_card,14.9,7.78,1.0,SP,52.0,815.0,2.0,250.0,27.0,5.0,20.0,SP,telephony,7.0,0,4
5,delivered,365.6,1.0,boleto,319.5,46.1,2.0,MG,57.0,272.0,1.0,2200.0,16.0,2.0,11.0,GO,construction_tools_construction,17.0,0,5
5,delivered,275.96,2.0,credit_card,249.9,26.06,1.0,SP,47.0,406.0,1.0,6100.0,42.0,42.0,35.0,SP,air_conditioning,3.0,0,0
5,delivered,68.42,2.0,credit_card,42.79,25.63,1.0,RS,42.0,207.0,3.0,100.0,40.0,2.0,24.0,MG,computers_accessories,7.0,0,4
4,delivered,411.87,4.0,credit_card,389.9,21.97,1.0,BA,51.0,883.0,6.0,5950.0,53.0,43.0,11.0,SP,auto,11.0,0,0
5,delivered,49.0,1.0,boleto,34.9,14.1,1.0,RJ,53.0,462.0,1.0,100.0,16.0,3.0,11.0,SP,perfumery,7.0,0,0
5,delivered,67.92,2.0,credit_card,59.65,8.27,1.0,RJ,36.0,121.0,1.0,100.0,20.0,15.0,15.0,RJ,health_beauty,1.0,0,0
5,delivered,68.78,1.0,credit_card,39.9,28.88,1.0,SP,57.0,366.0,4.0,750.0,101.0,15.0,15.0,SP,stationery,2.0,0,2
1,delivered,1069.41,10.0,credit_card,999.0,70.41,1.0,ES,60.0,240.0,1.0,2533.0,33.0,30.0,23.0,PR,computers_accessories,13.0,0,2
3,delivered,296.19,1.0,credit_card,277.0,19.19,1.0,DF,49.0,579.0,1.0,800.0,28.0,20.0,42.0,MG,computers_accessories,24.0,0,6
5,delivered,78.65,1.0,credit_card,49.9,28.75,1.0,PE,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,SP,garden_tools,8.0,0,1
5,delivered,324.82,1.0,boleto,279.0,45.82,1.0,RJ,56.0,2116.0,2.0,2550.0,69.0,11.0,11.0,PR,furniture_decor,10.0,0,5
2,delivered,96.34,1.0,credit_card,53.9,42.44,1.0,PE,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,SP,garden_tools,50.0,1,2
5,delivered,495.93,4.0,credit_card,479.0,16.93,1.0,SP,51.0,404.0,3.0,820.0,18.0,12.0,16.0,SP,watches_gifts,6.0,0,2
4,delivered,177.32,1.0,boleto,139.96,37.36,4.0,SP,58.0,761.0,3.0,450.0,38.0,12.0,20.0,SP,toys,8.0,0,2
5,delivered,39.09,2.0,credit_card,24.99,14.1,1.0,RJ,34.0,315.0,2.0,200.0,20.0,7.0,15.0,MG,perfumery,9.0,0,1
5,delivered,40.52,1.0,boleto,26.0,14.52,1.0,RJ,47.0,392.0,1.0,250.0,28.0,5.0,16.0,SP,bed_bath_table,12.0,0,2
3,delivered,382.43,7.0,credit_card,367.52,14.91,1.0,SP,43.0,1164.0,1.0,500.0,16.0,16.0,22.0,SP,perfumery,10.0,0,4
5,delivered,182.69,1.0,boleto,170.0,12.69,1.0,SP,42.0,631.0,2.0,459.0,18.0,13.0,14.0,SP,watches_gifts,13.0,0,2
5,delivered,270.54,10.0,credit_card,255.0,15.54,1.0,SP,55.0,271.0,1.0,350.0,23.0,7.0,15.0,PR,health_beauty,11.0,0,4
5,delivered,208.78,1.0,credit_card,179.0,29.78,1.0,MG,33.0,2188.0,2.0,7650.0,20.0,20.0,20.0,MG,garden_tools,2.0,0,1
4,delivered,98.79,1.0,boleto,69.9,28.89,1.0,PA,48.0,543.0,2.0,1200.0,35.0,20.0,30.0,SP,home_appliances,27.0,0,3
5,delivered,81.06,6.0,credit_card,65.5,15.56,1.0,RJ,56.0,2264.0,2.0,1025.0,23.0,18.0,20.0,SP,health_beauty,4.0,0,6
3,delivered,657.63,4.0,credit_card,599.0,58.63,1.0,PB,55.0,1105.0,1.0,13700.0,27.0,50.0,53.0,BA,computers,10.0,0,6
5,delivered,90.08,1.0,boleto,74.75,15.33,1.0,MG,53.0,818.0,1.0,400.0,35.0,16.0,16.0,RJ,stationery,10.0,0,1
4,delivered,177.49,1.0,boleto,149.9,27.59,1.0,MG,48.0,894.0,1.0,533.0,22.0,11.0,20.0,PE,computers_accessories,14.0,0,0
4,delivered,13.39,1.0,credit_card,6.0,7.39,1.0,SP,59.0,895.0,1.0,50.0,20.0,15.0,15.0,SP,health_beauty,3.0,0,3
3,delivered,28.23,2.0,credit_card,10.0,18.23,1.0,MG,54.0,1460.0,2.0,161.0,19.0,8.0,17.0,SP,electronics,7.0,0,0
5,delivered,530.17,10.0,credit_card,466.0,64.17,1.0,SP,31.0,493.0,4.0,8350.0,91.0,33.0,56.0,SP,garden_tools,5.0,0,4
1,delivered,48.79,1.0,credit_card,27.99,20.8,1.0,BA,36.0,381.0,1.0,200.0,19.0,3.0,11.0,SP,telephony,16.0,0,5
5,delivered,52.84,1.0,boleto,39.47,13.37,1.0,SP,59.0,1775.0,2.0,1700.0,16.0,11.0,11.0,SP,construction_tools_construction,12.0,0,3
5,delivered,113.62,1.0,boleto,99.9,13.72,1.0,SP,54.0,853.0,1.0,1175.0,29.0,7.0,28.0,SP,bed_bath_table,17.0,0,1
4,delivered,33.1,1.0,credit_card,18.99,14.11,1.0,RJ,42.0,379.0,1.0,100.0,19.0,3.0,11.0,SP,telephony,7.0,0,6
4,delivered,156.52,3.0,credit_card,119.0,37.52,1.0,MT,50.0,769.0,4.0,200.0,19.0,13.0,13.0,PR,watches_gifts,12.0,0,3
4,delivered,50.0,1.0,credit_card,34.9,15.1,1.0,SP,56.0,525.0,2.0,100.0,16.0,16.0,11.0,SC,home_appliances,11.0,0,3
5,delivered,139.52,1.0,boleto,122.9,16.62,1.0,MS,56.0,255.0,1.0,1800.0,30.0,5.0,30.0,SP,bed_bath_table,20.0,0,3
5,delivered,1343.44,10.0,credit_card,1280.0,63.44,1.0,BA,42.0,1660.0,3.0,3225.0,39.0,14.0,26.0,RJ,auto,9.0,0,5
3,delivered,66.13,1.0,credit_card,47.9,18.23,1.0,RJ,27.0,406.0,4.0,200.0,18.0,7.0,12.0,SP,perfumery,15.0,0,2
5,delivered,59.6,1.0,credit_card,42.0,17.6,1.0,MG,56.0,595.0,1.0,1200.0,30.0,30.0,30.0,SP,housewares,15.0,0,4
5,delivered,56.22,1.0,credit_card,36.9,19.32,1.0,MG,55.0,464.0,3.0,770.0,26.0,13.0,26.0,SP,watches_gifts,11.0,0,3
5,delivered,444.23,10.0,credit_card,385.0,59.23,1.0,MG,59.0,566.0,1.0,15300.0,98.0,32.0,28.0,PR,cool_stuff,26.0,1,5
5,delivered,27.68,2.0,credit_card,19.9,7.78,1.0,SP,41.0,950.0,3.0,200.0,20.0,25.0,25.0,SP,toys,6.0,0,2
5,delivered,367.2,1.0,boleto,349.0,18.2,1.0,MS,40.0,478.0,1.0,825.0,29.0,14.0,20.0,SP,computers_accessories,12.0,0,2
5,delivered,151.79,8.0,credit_card,127.9,23.89,1.0,RS,32.0,467.0,2.0,4117.0,60.0,15.0,49.0,PR,baby,9.0,0,1
1,delivered,204.27,2.0,credit_card,187.2,17.07,1.0,SP,40.0,624.0,3.0,850.0,45.0,10.0,35.0,SC,fashion_male_clothing,13.0,0,4
1,delivered,66.05,1.0,boleto,31.9,34.15,1.0,PA,24.0,718.0,2.0,200.0,41.0,2.0,29.0,MG,computers_accessories,57.0,1,6
5,delivered,44.3,1.0,credit_card,29.0,15.3,1.0,SP,37.0,284.0,1.0,289.0,37.0,12.0,13.0,RJ,musical_instruments,5.0,0,2
1,delivered,391.18,7.0,credit_card,357.8,33.38,2.0,RJ,54.0,2155.0,1.0,509.0,17.0,13.0,13.0,RS,garden_tools,9.0,0,6
5,delivered,165.57,2.0,credit_card,104.97,60.599999999999994,3.0,BA,48.0,152.0,2.0,1350.0,25.0,23.0,25.0,SP,furniture_decor,12.0,0,2
5,delivered,165.57,2.0,credit_card,104.97,60.599999999999994,3.0,BA,48.0,193.0,4.0,1100.0,25.0,23.0,25.0,SP,furniture_decor,12.0,0,2
5,delivered,165.57,2.0,credit_card,104.97,60.599999999999994,3.0,BA,58.0,196.0,3.0,1200.0,25.0,23.0,25.0,SP,furniture_decor,12.0,0,2
5,delivered,180.75,4.0,credit_card,164.5,16.25,1.0,RJ,47.0,368.0,1.0,351.0,21.0,17.0,19.0,SP,perfumery,5.0,0,1
5,delivered,94.21,2.0,credit_card,79.9,14.31,1.0,RJ,52.0,1462.0,1.0,700.0,30.0,30.0,30.0,SP,perfumery,13.0,0,0
5,delivered,315.84,1.0,boleto,299.0,16.84,1.0,ES,47.0,547.0,1.0,269.0,17.0,11.0,13.0,SP,watches_gifts,20.0,0,4
5,delivered,64.42,1.0,credit_card,49.9,14.52,1.0,MG,48.0,1444.0,1.0,4200.0,30.0,10.0,20.0,SP,health_beauty,8.0,0,1
4,delivered,99.25,4.0,credit_card,65.0,34.25,1.0,GO,26.0,1465.0,1.0,1032.0,17.0,15.0,16.0,SC,sports_leisure,15.0,0,3
5,delivered,31.75,1.0,credit_card,19.9,11.85,1.0,SP,55.0,1117.0,1.0,500.0,25.0,25.0,25.0,SP,housewares,12.0,0,5
5,delivered,102.26,3.0,credit_card,86.9,15.36,1.0,PR,55.0,1673.0,1.0,371.0,17.0,17.0,12.0,SP,baby,16.0,0,6
3,delivered,67.2,1.0,credit_card,52.74,14.46,1.0,SP,28.0,686.0,1.0,1200.0,30.0,12.0,16.0,SP,health_beauty,21.0,1,2
4,delivered,73.49,1.0,boleto,49.99,23.5,1.0,SP,60.0,310.0,3.0,600.0,25.0,7.0,24.0,DF,stationery,12.0,0,6
5,delivered,35.68,3.0,credit_card,22.99,12.69,1.0,SP,51.0,446.0,1.0,350.0,30.0,30.0,20.0,SP,baby,6.0,0,2
5,delivered,74.05,2.0,credit_card,59.9,14.15,1.0,SP,53.0,335.0,5.0,1800.0,30.0,50.0,30.0,PR,housewares,12.0,0,5
2,delivered,55.09,1.0,boleto,39.99,15.1,1.0,MG,39.0,161.0,2.0,350.0,25.0,8.0,19.0,SP,bed_bath_table,19.0,0,3
4,delivered,251.96,5.0,credit_card,203.98,47.98,2.0,SP,45.0,1094.0,1.0,8200.0,53.0,74.0,18.0,SP,office_furniture,5.0,0,4
1,delivered,109.56,2.0,credit_card,94.0,15.56,2.0,SP,58.0,506.0,4.0,250.0,16.0,2.0,20.0,SP,watches_gifts,4.0,0,6
1,delivered,109.56,2.0,credit_card,94.0,15.56,2.0,SP,59.0,112.0,2.0,150.0,16.0,2.0,11.0,SP,watches_gifts,4.0,0,6
5,delivered,167.7,1.0,credit_card,156.0,11.7,1.0,SP,51.0,1815.0,2.0,200.0,20.0,7.0,14.0,SP,pet_shop,5.0,0,2
5,delivered,288.19,1.0,credit_card,269.99,18.2,1.0,RJ,52.0,474.0,1.0,2900.0,22.0,28.0,42.0,RJ,sports_leisure,3.0,0,6
5,delivered,219.77,2.0,credit_card,179.9,39.87,1.0,SC,57.0,918.0,1.0,625.0,25.0,8.0,23.0,PE,computers_accessories,27.0,1,3
4,delivered,225.71,10.0,credit_card,179.99,45.72,1.0,SP,33.0,2188.0,2.0,7650.0,20.0,20.0,20.0,MG,garden_tools,18.0,0,5
5,delivered,173.96,3.0,credit_card,145.99,27.97,1.0,MT,58.0,410.0,1.0,1700.0,33.0,27.0,26.0,SP,auto,13.0,0,1
3,delivered,39.25,1.0,credit_card,27.4,11.85,1.0,SP,49.0,148.0,1.0,550.0,40.0,4.0,30.0,SP,bed_bath_table,15.0,0,2
5,delivered,115.11,10.0,credit_card,89.99,25.12,1.0,PA,58.0,1135.0,1.0,9200.0,53.0,52.0,17.0,SP,office_furniture,38.0,0,4
5,delivered,33.99,1.0,credit_card,24.9,9.09,1.0,SP,58.0,58.0,1.0,200.0,20.0,2.0,15.0,SP,bed_bath_table,3.0,0,0
5,delivered,204.81,4.0,credit_card,189.9,14.91,1.0,SP,58.0,1215.0,2.0,662.0,21.0,13.0,27.0,SP,telephony,6.0,0,1
2,delivered,638.51,1.0,credit_card,599.0,39.51,1.0,PA,46.0,633.0,2.0,900.0,28.0,25.0,25.0,BA,sports_leisure,18.0,0,3
4,delivered,65.1,1.0,boleto,50.0,15.1,1.0,PR,33.0,2329.0,1.0,150.0,16.0,16.0,16.0,RS,toys,10.0,0,3
3,delivered,113.76,2.0,credit_card,96.0,17.76,2.0,SP,55.0,483.0,1.0,1400.0,25.0,35.0,25.0,SP,housewares,4.0,0,2
5,delivered,252.09,10.0,credit_card,229.99,22.1,1.0,MG,55.0,934.0,1.0,2150.0,42.0,25.0,15.0,SP,cool_stuff,8.0,0,2
5,delivered,84.52,3.0,credit_card,67.98,16.54,2.0,SP,56.0,3893.0,6.0,300.0,30.0,15.0,15.0,SP,health_beauty,4.0,0,6
5,delivered,66.25,1.0,boleto,37.5,28.75,1.0,PE,57.0,954.0,7.0,1250.0,60.0,12.0,12.0,SP,furniture_decor,23.0,0,4
4,delivered,647.4,10.0,credit_card,599.9,47.5,1.0,RS,58.0,986.0,2.0,3097.0,57.0,9.0,35.0,RN,costruction_tools_garden,9.0,0,6
4,delivered,83.88,1.0,credit_card,75.0,8.88,1.0,SP,30.0,182.0,1.0,600.0,28.0,4.0,37.0,SP,baby,3.0,0,5
4,delivered,163.68,1.0,credit_card,149.9,13.78,1.0,SP,40.0,551.0,2.0,1900.0,19.0,7.0,16.0,SP,furniture_decor,5.0,0,1
5,delivered,411.38,3.0,credit_card,369.9,41.48,1.0,SP,35.0,1294.0,1.0,2400.0,55.0,40.0,50.0,SP,health_beauty,7.0,0,0
5,delivered,475.0,2.0,credit_card,449.0,26.0,1.0,PI,27.0,320.0,1.0,4000.0,47.0,14.0,20.0,SC,garden_tools,11.0,0,6
4,delivered,23.1,1.0,credit_card,9.0,14.1,1.0,RJ,40.0,429.0,1.0,150.0,25.0,7.0,16.0,SP,electronics,20.0,1,5
5,delivered,346.27,2.0,credit_card,319.9,26.37,1.0,SP,50.0,867.0,3.0,1050.0,30.0,11.0,11.0,PE,sports_leisure,7.0,0,6
5,delivered,55.79,1.0,credit_card,43.0,12.79,1.0,SP,48.0,859.0,3.0,175.0,23.0,21.0,21.0,SP,drinks,5.0,0,5
3,delivered,99.43,8.0,credit_card,89.99,9.44,1.0,SP,59.0,492.0,3.0,250.0,22.0,10.0,18.0,SP,health_beauty,14.0,0,2
5,delivered,126.11,2.0,credit_card,109.9,16.21,1.0,PR,49.0,826.0,1.0,800.0,21.0,50.0,33.0,MG,luggage_accessories,7.0,0,3
3,delivered,76.76,1.0,credit_card,59.9,16.86,1.0,MT,42.0,831.0,1.0,417.0,19.0,13.0,13.0,SP,baby,11.0,0,0
5,delivered,125.23,5.0,credit_card,98.0,27.23,1.0,CE,39.0,460.0,3.0,800.0,25.0,6.0,16.0,SP,health_beauty,20.0,0,3
4,delivered,125.79,1.0,credit_card,101.0,24.79,1.0,SP,57.0,228.0,1.0,9650.0,55.0,35.0,30.0,SP,auto,4.0,0,3
3,delivered,70.06,7.0,credit_card,34.8,35.26,2.0,BA,56.0,255.0,3.0,100.0,16.0,3.0,23.0,RJ,furniture_decor,13.0,0,1
3,delivered,70.06,7.0,credit_card,34.8,35.26,2.0,BA,60.0,500.0,3.0,100.0,16.0,3.0,11.0,RJ,furniture_decor,13.0,0,1
4,delivered,37.38,1.0,boleto,29.99,7.39,1.0,SP,59.0,540.0,4.0,300.0,17.0,4.0,12.0,SP,telephony,6.0,0,4
4,delivered,63.09,3.0,credit_card,48.99,14.1,1.0,MG,38.0,466.0,3.0,300.0,16.0,29.0,26.0,SP,bed_bath_table,8.0,0,3
1,delivered,713.55,8.0,credit_card,699.9,13.65,1.0,SP,33.0,616.0,3.0,475.0,19.0,15.0,15.0,SP,watches_gifts,23.0,1,0
5,delivered,189.68,3.0,credit_card,139.8,49.88,2.0,PA,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,SP,furniture_decor,21.0,0,4
4,delivered,130.16,1.0,boleto,109.0,21.16,1.0,DF,37.0,621.0,1.0,350.0,23.0,12.0,15.0,PR,watches_gifts,16.0,0,3
4,delivered,172.3,1.0,credit_card,139.8,32.5,2.0,RJ,45.0,407.0,2.0,925.0,52.0,21.0,33.0,MG,sports_leisure,12.0,0,4
3,delivered,271.38,10.0,credit_card,209.99,61.39,1.0,BA,45.0,1156.0,2.0,17050.0,63.0,62.0,24.0,SP,office_furniture,22.0,0,3
5,delivered,102.53,1.0,credit_card,95.0,7.53,1.0,SP,46.0,803.0,1.0,150.0,22.0,3.0,15.0,SP,health_beauty,4.0,0,4
4,delivered,71.51,1.0,voucher,37.8,33.71,1.0,SP,57.0,609.0,1.0,6950.0,24.0,7.0,11.0,MG,sports_leisure,11.0,0,4
1,delivered,33.51,1.0,credit_card,18.99,14.52,1.0,SC,41.0,424.0,2.0,200.0,18.0,3.0,12.0,SP,telephony,17.0,0,0
3,delivered,106.35,1.0,credit_card,86.5,19.85,1.0,BA,51.0,589.0,1.0,1683.0,34.0,21.0,23.0,MG,unknown,14.0,0,4
4,delivered,42.16,1.0,boleto,29.29,12.87,1.0,SP,60.0,3136.0,4.0,100.0,17.0,10.0,15.0,SP,auto,6.0,0,4
5,delivered,349.74,10.0,credit_card,329.99,19.75,1.0,RJ,24.0,1690.0,1.0,4000.0,30.0,35.0,30.0,RJ,health_beauty,22.0,1,2
5,delivered,58.37,1.0,credit_card,39.99,18.38,1.0,MG,55.0,419.0,3.0,150.0,17.0,8.0,14.0,SP,telephony,8.0,0,3
5,delivered,167.29,5.0,credit_card,149.0,18.29,1.0,RJ,58.0,419.0,5.0,1700.0,30.0,35.0,25.0,SP,toys,6.0,0,0
5,delivered,191.75,8.0,credit_card,179.0,12.75,1.0,SP,58.0,827.0,1.0,460.0,20.0,14.0,20.0,SP,perfumery,4.0,0,0
5,delivered,145.0,1.0,credit_card,129.0,16.0,1.0,SP,56.0,2590.0,5.0,400.0,17.0,7.0,13.0,RJ,computers_accessories,4.0,0,5
2,delivered,62.69,3.0,credit_card,49.9,12.79,1.0,SP,32.0,1797.0,1.0,150.0,16.0,16.0,11.0,SP,sports_leisure,11.0,0,4
5,delivered,105.32,1.0,boleto,74.99,30.33,1.0,RJ,50.0,2164.0,5.0,3400.0,33.0,25.0,28.0,SP,sports_leisure,7.0,0,2
5,delivered,34.1,3.0,credit_card,19.0,15.1,1.0,MG,57.0,92.0,3.0,150.0,16.0,2.0,11.0,SP,fashion_bags_accessories,7.0,0,2
5,delivered,132.69,2.0,credit_card,80.0,52.69,1.0,RN,53.0,504.0,1.0,1600.0,45.0,15.0,30.0,SP,bed_bath_table,22.0,0,6
5,delivered,213.53,4.0,credit_card,200.0,13.53,1.0,SC,59.0,1410.0,3.0,400.0,16.0,16.0,11.0,PR,watches_gifts,11.0,0,4
5,delivered,39.75,1.0,credit_card,27.9,11.85,1.0,SP,45.0,113.0,1.0,400.0,40.0,4.0,30.0,SP,bed_bath_table,8.0,0,2
5,delivered,27.75,1.0,credit_card,13.65,14.1,1.0,RJ,52.0,424.0,1.0,175.0,22.0,11.0,15.0,SP,electronics,59.0,1,5
5,delivered,92.61,4.0,credit_card,77.0,15.61,1.0,MG,45.0,573.0,1.0,1250.0,49.0,10.0,34.0,MG,luggage_accessories,10.0,0,0
5,delivered,310.2,8.0,credit_card,249.9,60.3,1.0,SP,29.0,266.0,3.0,5650.0,73.0,73.0,20.0,RS,cool_stuff,5.0,0,3
4,delivered,46.0,1.0,boleto,31.9,14.1,1.0,SP,34.0,1078.0,2.0,200.0,41.0,2.0,29.0,MG,computers_accessories,26.0,0,5
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,36.0,141.0,1.0,200.0,16.0,11.0,11.0,SP,garden_tools,3.0,0,6
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,36.0,141.0,1.0,200.0,16.0,11.0,11.0,RS,garden_tools,3.0,0,6
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,47.0,1479.0,1.0,850.0,25.0,50.0,30.0,SP,luggage_accessories,3.0,0,6
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,47.0,1479.0,1.0,850.0,25.0,50.0,30.0,RS,luggage_accessories,3.0,0,6
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,34.0,143.0,1.0,250.0,16.0,14.0,11.0,SP,garden_tools,3.0,0,6
2,delivered,314.76,1.0,credit_card,268.9,45.86,3.0,RS,34.0,143.0,1.0,250.0,16.0,14.0,11.0,RS,garden_tools,3.0,0,6
5,delivered,37.77,1.0,credit_card,29.99,7.78,1.0,SP,60.0,818.0,6.0,350.0,17.0,4.0,12.0,SP,telephony,5.0,0,6
5,delivered,49.34,2.5,credit_card,29.5,19.84,1.0,MG,57.0,787.0,8.0,1867.0,36.0,6.0,36.0,SP,cool_stuff,11.0,0,2
2,delivered,413.29,8.0,credit_card,399.0,14.29,1.0,SP,35.0,535.0,1.0,458.0,18.0,11.0,14.0,SP,watches_gifts,11.0,0,4
5,delivered,114.56,10.0,credit_card,99.99,14.57,1.0,PE,36.0,2561.0,1.0,1900.0,30.0,15.0,20.0,PE,computers_accessories,3.0,0,1
5,delivered,102.03,3.0,credit_card,89.9,12.13,1.0,SP,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,SP,bed_bath_table,4.0,0,6
5,delivered,65.1,4.0,credit_card,50.0,15.1,1.0,SC,55.0,359.0,3.0,850.0,17.0,5.0,14.0,SP,electronics,21.0,0,1
5,delivered,301.67,1.0,boleto,259.9,41.77,1.0,SP,57.0,674.0,1.0,22350.0,32.0,74.0,53.0,SP,luggage_accessories,2.0,0,1
5,delivered,680.26,1.0,boleto,595.0,85.26,1.0,SP,57.0,3284.0,2.0,7450.0,40.0,30.0,30.0,PR,auto,15.0,0,1
5,delivered,135.0,1.0,credit_card,99.8,35.2,2.0,RS,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,SP,garden_tools,22.0,0,1
5,delivered,48.87,4.0,credit_card,39.99,8.88,1.0,SP,47.0,1241.0,2.0,6050.0,40.0,20.0,45.0,SP,housewares,3.0,0,4
4,delivered,99.7,3.0,credit_card,79.9,19.8,1.0,BA,63.0,643.0,1.0,1600.0,38.0,7.0,28.0,MG,bed_bath_table,24.0,0,0
5,delivered,238.02,1.0,boleto,210.0,28.02,1.0,SP,57.0,1161.0,10.0,9450.0,85.0,10.0,33.0,SP,sports_leisure,10.0,0,5
5,delivered,87.36,8.0,credit_card,78.0,9.36,1.0,SP,43.0,547.0,3.0,850.0,25.0,15.0,36.0,SP,housewares,8.0,0,1
5,delivered,142.82,2.0,credit_card,119.0,23.82,1.0,MG,50.0,226.0,6.0,7250.0,45.0,19.0,45.0,MG,housewares,4.0,0,4
3,delivered,114.79,1.0,credit_card,99.0,15.79,1.0,PR,58.0,3530.0,4.0,300.0,16.0,11.0,11.0,SP,construction_tools_safety,5.0,0,6
5,delivered,76.07,1.0,boleto,52.9,23.17,1.0,GO,60.0,872.0,1.0,1400.0,45.0,15.0,35.0,SP,bed_bath_table,8.0,0,0
5,delivered,89.57,4.0,credit_card,64.99,24.58,1.0,GO,44.0,937.0,1.0,350.0,19.0,12.0,13.0,MA,health_beauty,21.0,0,3
4,delivered,51.05,1.0,credit_card,16.9,34.15,1.0,BA,44.0,132.0,1.0,200.0,17.0,8.0,12.0,PR,electronics,12.0,0,5
5,delivered,28.97,1.0,credit_card,15.5,13.47,1.0,SP,59.0,185.0,3.0,300.0,20.0,10.0,20.0,PR,small_appliances,14.0,0,2
5,delivered,295.21,4.0,credit_card,276.0,19.21,1.0,PA,50.0,676.0,2.0,2125.0,28.0,27.0,33.0,SP,furniture_decor,14.0,0,2
5,delivered,162.02,1.0,boleto,107.8,54.22,2.0,MT,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,SP,garden_tools,21.0,0,2
5,delivered,102.74,2.0,credit_card,84.9,17.84,1.0,ES,51.0,390.0,2.0,1750.0,43.0,8.0,33.0,SP,bed_bath_table,13.0,0,0
5,delivered,49.04,1.0,boleto,34.92,14.12,1.0,SP,61.0,211.0,4.0,1100.0,32.0,5.0,30.0,SP,sports_leisure,5.0,0,5
4,delivered,972.48,1.0,boleto,934.0,38.48,2.0,SP,41.0,1025.0,1.0,3150.0,32.0,16.0,16.0,MG,computers_accessories,13.0,0,1
5,delivered,79.52,1.0,boleto,64.9,14.62,1.0,SP,41.0,493.0,1.0,242.0,22.0,14.0,14.0,PR,computers_accessories,11.0,0,6
5,delivered,203.08,1.0,boleto,149.9,53.18,1.0,SP,48.0,894.0,1.0,533.0,22.0,11.0,20.0,PE,computers_accessories,15.0,0,0
5,delivered,44.62,1.0,credit_card,26.99,17.63,1.0,PE,60.0,751.0,3.0,150.0,17.0,4.0,12.0,SP,telephony,15.0,0,0
5,delivered,148.22,1.0,boleto,109.9,38.32,1.0,SE,58.0,189.0,1.0,1350.0,48.0,9.0,38.0,SP,bed_bath_table,14.0,0,2
5,delivered,102.74,1.0,boleto,84.9,17.84,1.0,RS,53.0,408.0,5.0,1400.0,22.0,12.0,33.0,SP,fashion_shoes,14.0,0,4
5,delivered,72.85,6.0,credit_card,59.99,12.86,1.0,SP,19.0,699.0,2.0,300.0,20.0,5.0,15.0,SP,toys,4.0,0,1
3,delivered,160.54,3.0,credit_card,126.79,33.75,1.0,SP,33.0,364.0,1.0,10925.0,50.0,31.0,48.0,SP,toys,11.0,0,6
5,delivered,167.51,1.0,boleto,146.99,20.52,1.0,DF,40.0,1456.0,1.0,2425.0,29.0,30.0,19.0,SP,cool_stuff,9.0,0,2
5,delivered,213.97,3.0,credit_card,199.0,14.97,1.0,SP,57.0,278.0,1.0,800.0,20.0,40.0,20.0,SP,construction_tools_construction,1.0,0,2
5,delivered,64.0,1.5,credit_card,49.9,14.1,1.0,MS,46.0,419.0,4.0,200.0,16.0,5.0,11.0,SP,fashion_bags_accessories,19.0,0,4
5,delivered,46.2,1.0,boleto,27.9,18.3,1.0,RS,49.0,295.0,1.0,150.0,16.0,5.0,17.0,SP,health_beauty,8.0,0,6
1,delivered,260.13,4.0,credit_card,225.98,34.16,2.0,RJ,56.0,1112.0,1.0,8633.0,42.0,64.0,43.0,SP,office_furniture,13.0,0,3
5,delivered,70.53,5.0,credit_card,54.39,16.14,1.0,MG,34.0,438.0,1.0,606.0,20.0,14.0,18.0,SP,health_beauty,5.0,0,3
5,delivered,136.6,1.0,boleto,120.0,16.6,1.0,ES,58.0,487.0,4.0,650.0,21.0,7.0,15.0,SP,stationery,15.0,0,6
5,delivered,222.68,3.0,credit_card,204.0,18.68,1.0,RS,42.0,236.0,1.0,342.0,18.0,13.0,15.0,SP,watches_gifts,17.0,0,0
4,delivered,238.07,1.0,boleto,179.9,58.17,1.0,MG,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0,SP,office_furniture,29.0,0,1
5,delivered,1232.85,18.0,credit_card,1200.0,32.85,1.0,RJ,55.0,3610.0,4.0,2650.0,16.0,31.0,39.0,BA,computers,7.0,0,1
