order_id,payment_sequential,payment_installments,payment_value,payment_type_boleto,payment_type_credit_card,payment_type_debit_card,payment_type_not_defined,payment_type_voucher
ORD_57347,1,1,107.9,True,False,False,False,False
ORD_23928,1,10,859.71,False,True,False,False,False
ORD_51906,1,8,215.27,False,True,False,False,False
ORD_18164,1,8,88.09,False,True,False,False,False
ORD_73498,1,6,170.12,False,True,False,False,False
ORD_89142,1,1,162.15,True,False,False,False,False
ORD_62519,1,3,121.09,False,True,False,False,False
ORD_9057,1,5,563.64,False,True,False,False,False
ORD_17558,1,7,209.01,False,True,False,False,False
ORD_31590,1,7,255.44,False,True,False,False,False
ORD_38748,1,6,67.5,False,True,False,False,False
ORD_6553,1,5,92.44,False,True,False,False,False
ORD_66517,1,2,96.26,False,True,False,False,False
ORD_53692,1,10,169.99,False,True,False,False,False
ORD_97368,1,2,61.01,False,True,False,False,False
ORD_24414,1,3,97.71,False,True,False,False,False
ORD_42098,1,1,37.68,False,True,False,False,False
ORD_21097,1,1,234.5,True,False,False,False,False
ORD_55454,1,1,168.36,True,False,False,False,False
ORD_53843,1,1,52.33,True,False,False,False,False
ORD_85044,1,3,185.55,False,True,False,False,False
ORD_25388,1,1,28.22,False,True,False,False,False
ORD_89876,1,3,133.26,False,True,False,False,False
ORD_43720,1,1,163.92,True,False,False,False,False
ORD_24758,1,7,71.72,False,True,False,False,False
ORD_95697,1,5,90.17,False,True,False,False,False
ORD_82337,1,2,75.07,False,True,False,False,False
ORD_90009,2,1,14.25,False,False,False,False,True
ORD_84952,1,1,67.89,False,True,False,False,False
ORD_21572,1,1,23.43,True,False,False,False,False
ORD_94972,1,1,32.77,False,True,False,False,False
ORD_16533,1,6,128.55,False,True,False,False,False
ORD_84113,1,1,128.97,False,True,False,False,False
ORD_23291,1,1,64.45,False,True,False,False,False
ORD_36180,1,10,991.2,False,True,False,False,False
ORD_45494,1,4,44.8,False,True,False,False,False
ORD_98218,1,2,125.85,False,True,False,False,False
ORD_1633,1,3,37.76,False,True,False,False,False
ORD_69092,1,5,112.49,False,True,False,False,False
ORD_15118,1,3,157.28,False,True,False,False,False
ORD_95289,1,2,75.17,False,True,False,False,False
ORD_47608,1,1,70.72,True,False,False,False,False
ORD_60550,1,1,52.26,False,True,False,False,False
ORD_88296,1,1,39.61,False,True,False,False,False
ORD_814,1,2,41.26,False,True,False,False,False
ORD_20779,1,1,69.46,False,False,False,False,True
ORD_90574,1,3,38.0,False,True,False,False,False
ORD_43349,3,1,0.23,False,False,False,False,True
ORD_54854,1,2,96.71,False,True,False,False,False
ORD_13423,1,2,146.46,False,True,False,False,False
ORD_17742,1,1,66.81,False,True,False,False,False
ORD_86753,1,1,48.28,False,True,False,False,False
ORD_73922,1,10,1426.81,False,True,False,False,False
ORD_26824,1,1,132.02,False,True,False,False,False
ORD_53300,1,3,36.69,False,True,False,False,False
ORD_22331,1,8,84.75,False,True,False,False,False
ORD_8825,1,2,155.59,False,True,False,False,False
ORD_16867,2,5,104.49,False,True,False,False,False
ORD_95265,1,1,139.52,True,False,False,False,False
ORD_87810,1,1,298.81,False,False,False,False,True
ORD_60252,1,3,40.79,False,True,False,False,False
ORD_64895,1,1,140.07,False,True,False,False,False
ORD_33469,1,1,131.35,False,True,False,False,False
ORD_64205,1,1,65.0,True,False,False,False,False
ORD_81669,1,1,139.18,False,False,False,False,True
ORD_74855,1,1,20.09,False,False,False,False,True
ORD_79893,1,1,42.46,True,False,False,False,False
ORD_47604,1,1,51.01,False,True,False,False,False
ORD_38426,1,4,48.21,False,True,False,False,False
ORD_46184,1,1,38.28,False,True,False,False,False
ORD_85661,1,3,151.83,False,True,False,False,False
ORD_13066,1,2,22.31,False,True,False,False,False
ORD_52847,1,7,74.67,False,True,False,False,False
ORD_85722,1,1,79.64,True,False,False,False,False
ORD_49574,1,3,50.05,False,True,False,False,False
ORD_17342,1,5,62.27,False,True,False,False,False
ORD_63525,1,1,224.74,False,True,False,False,False
ORD_10422,1,1,66.39,False,True,False,False,False
ORD_85565,1,1,48.0,True,False,False,False,False
ORD_25961,1,4,218.64,False,True,False,False,False
ORD_84392,1,4,739.49,False,True,False,False,False
ORD_50694,1,1,32.61,True,False,False,False,False
ORD_39964,1,4,49.1,False,True,False,False,False
ORD_19067,1,3,77.47,False,True,False,False,False
ORD_48832,1,2,264.83,False,True,False,False,False
ORD_12690,1,2,58.28,False,True,False,False,False
ORD_56531,1,1,115.6,False,False,True,False,False
ORD_50226,1,1,67.58,False,True,False,False,False
ORD_35145,1,5,173.26,False,True,False,False,False
ORD_37769,1,2,210.9,False,True,False,False,False
ORD_85760,1,1,139.38,False,True,False,False,False
ORD_10821,1,1,184.93,True,False,False,False,False
ORD_23757,1,8,417.16,False,True,False,False,False
ORD_5134,1,1,365.26,False,True,False,False,False
ORD_75470,1,2,76.47,False,True,False,False,False
ORD_35192,1,1,417.55,False,True,False,False,False
ORD_39755,1,1,28.84,False,True,False,False,False
ORD_96031,1,10,3184.55,False,True,False,False,False
ORD_86624,1,1,64.77,True,False,False,False,False
ORD_36289,1,1,285.45,True,False,False,False,False
ORD_8122,1,1,94.72,False,True,False,False,False
ORD_36945,1,5,499.46,False,True,False,False,False
ORD_95324,1,10,497.1,False,True,False,False,False
ORD_75674,5,1,7.17,False,False,False,False,True
ORD_81875,1,8,389.12,False,True,False,False,False
ORD_10282,1,1,69.73,True,False,False,False,False
ORD_17859,2,1,50.0,False,False,False,False,True
ORD_48092,1,10,117.94,False,True,False,False,False
ORD_97908,1,5,51.1,False,True,False,False,False
ORD_5429,5,1,15.4,False,False,False,False,True
ORD_51983,1,1,89.31,False,True,False,False,False
ORD_97549,1,4,240.53,False,True,False,False,False
ORD_31182,1,2,107.78,False,True,False,False,False
ORD_97128,1,2,43.29,False,True,False,False,False
ORD_90447,1,10,117.85,False,True,False,False,False
ORD_74698,1,1,30.13,True,False,False,False,False
ORD_66587,1,1,286.15,True,False,False,False,False
ORD_44481,1,3,110.42,False,True,False,False,False
ORD_66298,1,1,64.1,False,True,False,False,False
ORD_93465,1,1,134.12,False,True,False,False,False
ORD_78285,1,1,102.97,True,False,False,False,False
ORD_26635,1,1,181.05,True,False,False,False,False
ORD_36268,1,1,265.36,False,True,False,False,False
ORD_47606,1,1,47.68,False,True,False,False,False
ORD_25803,1,1,96.88,False,True,False,False,False
ORD_43501,1,10,168.25,False,True,False,False,False
ORD_16338,1,1,140.29,True,False,False,False,False
ORD_10746,1,1,90.84,False,True,False,False,False
ORD_62621,1,1,65.11,True,False,False,False,False
ORD_15274,1,4,206.5,False,True,False,False,False
ORD_50620,1,2,458.56,False,True,False,False,False
ORD_35362,1,1,123.25,True,False,False,False,False
ORD_69458,1,2,115.94,False,True,False,False,False
ORD_86334,1,2,150.36,False,True,False,False,False
ORD_5582,1,3,64.22,False,True,False,False,False
ORD_29523,2,4,52.13,False,True,False,False,False
ORD_25210,1,1,71.29,True,False,False,False,False
ORD_36090,1,10,730.08,False,True,False,False,False
ORD_98084,1,1,21.86,False,True,False,False,False
ORD_86090,1,1,103.55,False,True,False,False,False
ORD_80350,1,1,131.24,False,True,False,False,False
ORD_41337,1,2,48.21,False,True,False,False,False
ORD_38548,1,3,52.59,False,True,False,False,False
ORD_82199,1,1,86.15,True,False,False,False,False
ORD_27850,1,3,139.99,False,True,False,False,False
ORD_9720,3,1,14.41,False,False,False,False,True
ORD_90376,1,1,74.64,True,False,False,False,False
ORD_15475,2,1,62.87,False,False,False,False,True
ORD_80562,1,1,39.94,False,True,False,False,False
ORD_22384,1,1,2.7,False,True,False,False,False
ORD_73998,1,1,75.4,False,True,False,False,False
ORD_53303,1,6,104.84,False,True,False,False,False
ORD_20664,1,1,45.59,False,True,False,False,False
ORD_51749,1,1,47.84,False,True,False,False,False
ORD_61016,1,1,62.65,False,True,False,False,False
ORD_55285,1,2,116.79,False,True,False,False,False
ORD_85674,1,2,148.15,False,True,False,False,False
ORD_2383,1,2,115.0,False,True,False,False,False
ORD_33468,1,1,35.51,False,True,False,False,False
ORD_20384,1,1,70.28,False,True,False,False,False
ORD_45080,1,1,167.7,False,True,False,False,False
ORD_36387,1,3,38.13,False,True,False,False,False
ORD_20348,1,10,942.78,False,True,False,False,False
ORD_79691,1,2,56.6,False,True,False,False,False
ORD_19140,1,3,50.73,False,True,False,False,False
ORD_19504,1,1,67.63,True,False,False,False,False
ORD_65283,1,1,101.54,False,True,False,False,False
ORD_62352,1,1,86.73,True,False,False,False,False
ORD_88942,1,1,73.49,True,False,False,False,False
ORD_39833,1,5,417.83,False,True,False,False,False
ORD_59505,1,3,165.29,False,True,False,False,False
ORD_48756,1,4,115.08,False,True,False,False,False
ORD_21698,1,3,105.47,False,True,False,False,False
ORD_13571,1,1,9.77,False,True,False,False,False
ORD_70,1,1,46.2,False,False,True,False,False
ORD_4711,1,1,180.51,True,False,False,False,False
ORD_10379,1,1,48.84,False,False,True,False,False
ORD_61142,1,8,102.35,False,True,False,False,False
ORD_91706,1,1,63.1,True,False,False,False,False
ORD_95271,3,1,20.0,False,False,False,False,True
ORD_12123,1,2,101.74,False,True,False,False,False
ORD_66783,1,10,346.88,False,True,False,False,False
ORD_86990,1,5,151.74,False,True,False,False,False
ORD_18803,1,2,132.33,False,True,False,False,False
ORD_92398,1,10,210.09,False,True,False,False,False
ORD_40084,1,1,137.23,True,False,False,False,False
ORD_89737,1,1,153.1,False,True,False,False,False
ORD_53805,1,1,31.13,False,True,False,False,False
ORD_37724,1,1,82.35,True,False,False,False,False
ORD_87900,1,10,153.32,False,True,False,False,False
ORD_33408,1,3,163.95,False,True,False,False,False
ORD_98751,1,3,63.15,False,True,False,False,False
ORD_36524,1,4,43.71,False,True,False,False,False
ORD_20978,1,1,247.04,True,False,False,False,False
ORD_73268,1,1,24.78,True,False,False,False,False
ORD_97460,1,9,188.45,False,True,False,False,False
ORD_22787,2,1,48.62,False,False,False,False,True
ORD_93329,1,1,46.16,False,True,False,False,False
ORD_75179,1,5,77.8,False,True,False,False,False
ORD_7692,1,2,21.09,False,True,False,False,False
ORD_92717,2,1,30.0,False,False,False,False,True
ORD_23359,2,1,50.0,False,False,False,False,True
ORD_70596,1,2,64.01,False,True,False,False,False
ORD_39543,1,8,383.89,False,True,False,False,False
ORD_82215,1,1,44.0,False,True,False,False,False
ORD_47593,1,2,122.27,False,True,False,False,False
ORD_29725,1,2,196.02,False,True,False,False,False
ORD_12990,1,3,228.35,False,True,False,False,False
ORD_42349,1,1,30.42,False,True,False,False,False
ORD_18658,1,1,27.79,True,False,False,False,False
ORD_39357,1,1,14.78,False,True,False,False,False
ORD_53674,1,5,51.5,False,True,False,False,False
ORD_96833,1,1,114.52,True,False,False,False,False
ORD_74280,1,1,201.65,True,False,False,False,False
ORD_80363,1,4,258.9,False,True,False,False,False
ORD_52679,1,2,303.46,False,True,False,False,False
ORD_18126,1,1,197.55,True,False,False,False,False
ORD_29012,1,3,72.98,False,True,False,False,False
ORD_71017,1,3,149.14,False,True,False,False,False
ORD_79546,1,4,218.72,False,True,False,False,False
ORD_97976,1,1,48.22,True,False,False,False,False
ORD_72186,1,2,96.99,False,True,False,False,False
ORD_10971,1,1,87.32,False,True,False,False,False
ORD_28126,1,5,60.85,False,True,False,False,False
ORD_71392,1,1,33.71,False,True,False,False,False
ORD_37411,1,4,45.93,False,True,False,False,False
ORD_9337,1,10,165.04,False,True,False,False,False
ORD_14156,1,1,102.93,True,False,False,False,False
ORD_94202,1,2,151.96,False,True,False,False,False
ORD_23526,1,1,66.39,False,True,False,False,False
ORD_34190,1,1,175.16,True,False,False,False,False
ORD_60750,1,2,134.59,False,True,False,False,False
ORD_65817,1,1,31.84,True,False,False,False,False
ORD_31051,1,6,155.42,False,True,False,False,False
ORD_19973,1,1,76.57,False,False,True,False,False
ORD_25044,1,2,117.35,False,True,False,False,False
ORD_93353,1,1,38.75,False,True,False,False,False
ORD_70160,1,8,249.52,False,True,False,False,False
ORD_81022,1,2,183.69,False,True,False,False,False
ORD_53666,1,9,95.22,False,True,False,False,False
ORD_63959,1,1,35.36,False,True,False,False,False
ORD_77892,2,1,16.65,False,False,False,False,True
ORD_87067,1,1,216.54,False,False,False,False,True
ORD_34778,1,4,111.19,False,True,False,False,False
ORD_39146,2,1,678.19,False,False,False,False,True
ORD_22685,1,8,428.49,False,True,False,False,False
ORD_79397,1,8,117.85,False,True,False,False,False
ORD_40991,1,3,32.78,False,True,False,False,False
ORD_43421,1,5,136.95,False,True,False,False,False
ORD_93750,1,1,105.28,True,False,False,False,False
ORD_80312,1,1,81.81,False,True,False,False,False
ORD_22159,1,2,115.02,False,True,False,False,False
ORD_5158,1,4,80.9,False,True,False,False,False
ORD_75591,1,1,19.37,False,False,False,False,True
ORD_97290,1,7,75.24,False,True,False,False,False
ORD_45444,1,1,147.29,False,True,False,False,False
ORD_94025,1,10,416.54,False,True,False,False,False
ORD_8484,1,1,235.05,True,False,False,False,False
ORD_42697,1,1,47.69,False,True,False,False,False
ORD_91012,1,1,307.79,True,False,False,False,False
ORD_11228,1,1,91.71,True,False,False,False,False
ORD_49014,1,1,185.34,True,False,False,False,False
ORD_3147,1,1,425.25,True,False,False,False,False
ORD_35841,1,1,811.51,False,True,False,False,False
ORD_72227,1,1,61.19,False,True,False,False,False
ORD_89921,1,2,150.83,False,True,False,False,False
ORD_70433,1,1,94.52,True,False,False,False,False
ORD_57318,1,1,102.64,False,True,False,False,False
ORD_77883,1,1,179.84,True,False,False,False,False
ORD_20103,3,1,20.0,False,False,False,False,True
ORD_3736,1,4,103.67,False,True,False,False,False
ORD_87448,1,2,128.1,False,True,False,False,False
ORD_69591,1,2,102.81,False,True,False,False,False
ORD_96552,1,6,142.08,False,True,False,False,False
ORD_75698,1,5,283.53,False,True,False,False,False
ORD_98750,1,1,78.7,False,True,False,False,False
ORD_14517,1,1,89.07,True,False,False,False,False
ORD_98861,1,5,83.97,False,True,False,False,False
ORD_33523,1,2,53.0,False,True,False,False,False
ORD_57635,1,1,74.57,False,True,False,False,False
ORD_74721,1,1,52.92,True,False,False,False,False
ORD_32963,1,7,76.05,False,True,False,False,False
ORD_15873,1,3,50.29,False,True,False,False,False
ORD_76882,1,5,298.5,False,True,False,False,False
ORD_97567,1,1,197.82,True,False,False,False,False
ORD_69859,1,3,155.14,False,True,False,False,False
ORD_97570,1,10,171.44,False,True,False,False,False
ORD_20541,1,1,133.02,True,False,False,False,False
ORD_15049,1,1,368.94,True,False,False,False,False
ORD_60703,1,3,91.74,False,True,False,False,False
ORD_64885,1,10,1474.42,False,True,False,False,False
ORD_65284,1,10,357.91,False,True,False,False,False
ORD_40926,1,1,135.0,False,True,False,False,False
ORD_9044,1,6,67.82,False,True,False,False,False
ORD_9091,1,1,163.46,True,False,False,False,False
ORD_75763,1,1,168.2,True,False,False,False,False
ORD_33766,1,1,103.33,True,False,False,False,False
ORD_6331,1,1,90.05,False,True,False,False,False
ORD_65891,1,3,96.8,False,True,False,False,False
ORD_43472,1,4,48.3,False,True,False,False,False
ORD_32021,1,2,64.17,False,True,False,False,False
ORD_9962,1,1,28.91,True,False,False,False,False
ORD_95817,1,9,95.21,False,True,False,False,False
ORD_84882,1,6,100.46,False,True,False,False,False
ORD_79931,1,2,93.95,False,True,False,False,False
ORD_96658,1,1,335.61,True,False,False,False,False
ORD_15170,1,10,456.55,False,True,False,False,False
ORD_42927,1,1,850.0,True,False,False,False,False
ORD_37580,1,5,159.31,False,True,False,False,False
ORD_59973,1,2,202.87,False,True,False,False,False
ORD_86872,1,4,120.15,False,True,False,False,False
ORD_4233,1,1,36.77,True,False,False,False,False
ORD_82462,1,2,303.87,False,True,False,False,False
ORD_85607,1,8,119.04,False,True,False,False,False
ORD_27676,1,1,77.57,False,True,False,False,False
ORD_68114,1,5,107.09,False,True,False,False,False
ORD_84789,1,2,140.62,False,True,False,False,False
ORD_24833,1,1,76.07,True,False,False,False,False
ORD_81608,1,2,105.28,False,True,False,False,False
ORD_15897,1,2,165.71,False,True,False,False,False
ORD_78913,1,1,12.53,False,False,False,False,True
ORD_61376,1,1,88.05,True,False,False,False,False
ORD_28474,1,6,68.13,False,True,False,False,False
ORD_49332,1,1,68.17,False,True,False,False,False
ORD_97945,1,4,154.19,False,True,False,False,False
ORD_22509,1,8,727.1,False,True,False,False,False
ORD_70475,1,5,77.9,False,True,False,False,False
ORD_51672,1,4,387.49,False,True,False,False,False
ORD_61081,1,1,49.4,True,False,False,False,False
ORD_52703,1,1,63.33,False,True,False,False,False
ORD_49951,1,1,60.47,True,False,False,False,False
ORD_64880,1,12,379.73,False,True,False,False,False
ORD_218,1,10,217.78,False,True,False,False,False
ORD_87282,1,1,100.23,False,True,False,False,False
ORD_28486,1,1,57.1,False,True,False,False,False
ORD_40559,1,4,529.76,False,True,False,False,False
ORD_27843,1,1,174.21,True,False,False,False,False
ORD_7753,1,1,83.41,False,True,False,False,False
ORD_69713,2,1,78.28,False,False,False,False,True
ORD_79496,1,6,372.07,False,True,False,False,False
ORD_40857,1,2,190.37,False,True,False,False,False
ORD_28766,2,1,50.0,False,False,True,False,False
ORD_16244,1,1,108.49,False,True,False,False,False
ORD_87178,1,1,39.72,False,True,False,False,False
ORD_3670,1,1,1078.43,True,False,False,False,False
ORD_4134,1,2,49.63,False,True,False,False,False
ORD_2040,1,1,171.32,False,True,False,False,False
ORD_9400,1,1,1.87,False,True,False,False,False
ORD_93132,1,1,93.78,False,True,False,False,False
ORD_90613,1,10,958.39,False,True,False,False,False
ORD_23183,1,4,46.78,False,True,False,False,False
ORD_25620,1,1,44.73,True,False,False,False,False
ORD_25906,1,1,114.69,False,True,False,False,False
ORD_84293,1,1,30.78,True,False,False,False,False
ORD_93652,1,8,166.29,False,True,False,False,False
ORD_51391,1,2,27.39,False,True,False,False,False
ORD_2812,1,1,195.61,True,False,False,False,False
ORD_18452,1,2,22.78,False,True,False,False,False
ORD_6884,1,2,497.25,False,True,False,False,False
ORD_94534,1,1,47.7,False,True,False,False,False
ORD_84611,1,4,208.48,False,True,False,False,False
ORD_67870,1,1,58.74,False,True,False,False,False
ORD_98565,1,1,58.36,True,False,False,False,False
ORD_85449,1,3,132.81,False,True,False,False,False
ORD_20764,1,6,153.96,False,True,False,False,False
ORD_23860,1,2,169.23,False,True,False,False,False
ORD_75268,1,1,160.66,False,True,False,False,False
ORD_20229,1,2,50.69,False,True,False,False,False
ORD_64849,1,3,98.37,False,True,False,False,False
ORD_5779,1,8,108.46,False,True,False,False,False
ORD_41488,1,1,222.13,True,False,False,False,False
ORD_49788,1,1,72.99,False,True,False,False,False
ORD_74453,1,1,37.19,False,False,False,False,True
ORD_77264,1,1,30.96,True,False,False,False,False
ORD_19764,1,5,76.9,False,True,False,False,False
ORD_77276,1,8,254.84,False,True,False,False,False
ORD_86340,1,1,48.78,True,False,False,False,False
ORD_2277,1,1,40.22,True,False,False,False,False
ORD_52617,1,1,47.38,False,True,False,False,False
ORD_1780,1,2,33.09,False,True,False,False,False
ORD_1212,1,2,26.84,False,True,False,False,False
ORD_47423,1,5,50.0,False,True,False,False,False
ORD_92411,1,3,109.72,False,True,False,False,False
ORD_33340,1,3,97.03,False,True,False,False,False
ORD_77027,1,1,40.25,True,False,False,False,False
ORD_2774,1,1,62.59,True,False,False,False,False
ORD_64861,1,10,390.94,False,True,False,False,False
ORD_18108,1,1,35.0,False,True,False,False,False
ORD_25662,1,3,61.05,False,True,False,False,False
ORD_80353,1,1,28.34,True,False,False,False,False
ORD_55991,1,4,130.1,False,True,False,False,False
ORD_33622,1,1,96.22,False,True,False,False,False
ORD_57975,1,1,57.74,False,True,False,False,False
ORD_17652,1,3,248.96,False,True,False,False,False
ORD_18360,1,10,132.73,False,True,False,False,False
ORD_67238,1,5,912.69,False,True,False,False,False
ORD_34918,1,1,70.34,False,True,False,False,False
ORD_69852,1,1,74.14,True,False,False,False,False
ORD_84737,1,2,112.05,False,True,False,False,False
ORD_86467,1,3,80.2,False,True,False,False,False
ORD_17254,1,1,71.25,False,True,False,False,False
ORD_65925,1,1,25.77,True,False,False,False,False
ORD_44019,1,8,173.59,False,True,False,False,False
ORD_32882,1,1,322.0,False,True,False,False,False
ORD_64415,1,1,49.03,False,False,True,False,False
ORD_84531,1,1,46.75,False,True,False,False,False
ORD_40273,1,3,158.04,False,True,False,False,False
ORD_30124,1,1,33.8,False,True,False,False,False
ORD_51881,1,4,571.73,False,True,False,False,False
ORD_27665,1,4,157.79,False,True,False,False,False
ORD_65803,1,1,90.88,False,False,False,False,True
ORD_30284,1,1,170.72,True,False,False,False,False
ORD_22146,1,1,70.97,False,True,False,False,False
ORD_42008,1,8,264.31,False,True,False,False,False
ORD_42152,1,3,70.48,False,True,False,False,False
ORD_47323,1,3,70.72,False,True,False,False,False
ORD_22391,1,1,116.21,False,True,False,False,False
ORD_51418,1,5,109.89,False,True,False,False,False
ORD_68995,1,4,216.86,False,True,False,False,False
ORD_85623,1,6,110.02,False,True,False,False,False
ORD_56299,1,1,95.3,False,True,False,False,False
ORD_7007,1,5,275.2,False,True,False,False,False
ORD_83226,1,1,73.34,True,False,False,False,False
ORD_38578,1,5,53.36,False,True,False,False,False
ORD_63093,1,2,218.49,False,True,False,False,False
ORD_84894,1,4,46.22,False,True,False,False,False
ORD_41433,1,1,20.0,False,False,False,False,True
ORD_89019,1,1,155.14,True,False,False,False,False
ORD_2366,2,1,7.58,False,False,False,False,True
ORD_95998,1,1,157.45,True,False,False,False,False
ORD_19590,1,1,205.4,False,True,False,False,False
ORD_79295,1,2,27.07,False,True,False,False,False
ORD_86133,13,1,6.51,False,False,False,False,True
ORD_30080,1,9,529.34,False,True,False,False,False
ORD_74488,4,1,30.0,False,False,False,False,True
ORD_34184,1,1,54.9,False,True,False,False,False
ORD_23890,1,1,86.83,False,True,False,False,False
ORD_45407,1,2,118.17,False,True,False,False,False
ORD_3243,1,2,21.85,False,True,False,False,False
ORD_66028,1,1,123.74,False,False,True,False,False
ORD_48458,1,1,117.94,True,False,False,False,False
ORD_28250,1,3,37.32,False,True,False,False,False
ORD_38677,3,1,20.45,False,False,False,False,True
ORD_13056,1,1,370.22,True,False,False,False,False
ORD_46331,1,1,31.77,True,False,False,False,False
ORD_60072,1,6,137.99,False,True,False,False,False
ORD_30823,2,1,16.04,False,False,False,False,True
ORD_46115,1,1,54.95,False,True,False,False,False
ORD_234,1,3,74.16,False,True,False,False,False
ORD_58629,1,8,379.8,False,True,False,False,False
ORD_9358,1,2,51.14,False,True,False,False,False
ORD_94598,1,4,227.14,False,True,False,False,False
ORD_75845,1,3,355.26,False,True,False,False,False
ORD_87105,1,4,284.63,False,True,False,False,False
ORD_20345,1,2,31.0,False,True,False,False,False
ORD_23539,1,1,95.21,False,True,False,False,False
ORD_77643,1,2,162.89,False,True,False,False,False
ORD_19745,1,10,126.55,False,True,False,False,False
ORD_76356,1,3,39.27,False,True,False,False,False
ORD_71396,1,1,38.62,False,True,False,False,False
ORD_67057,1,5,52.13,False,True,False,False,False
ORD_49997,1,3,156.64,False,True,False,False,False
ORD_64987,1,1,128.88,False,True,False,False,False
ORD_7785,1,1,98.7,True,False,False,False,False
ORD_61001,1,1,116.45,True,False,False,False,False
ORD_22315,1,10,177.54,False,True,False,False,False
ORD_74374,1,1,134.66,True,False,False,False,False
ORD_62980,1,2,99.9,False,True,False,False,False
ORD_52299,1,1,95.56,True,False,False,False,False
ORD_53112,1,2,183.53,False,True,False,False,False
ORD_6596,1,6,176.16,False,True,False,False,False
ORD_3845,1,8,606.57,False,True,False,False,False
ORD_35776,1,1,97.78,False,True,False,False,False
ORD_2571,1,1,148.59,True,False,False,False,False
ORD_14875,1,6,201.34,False,True,False,False,False
ORD_91766,1,1,20.0,False,False,False,False,True
ORD_12843,1,1,22.68,True,False,False,False,False
ORD_10385,1,6,63.11,False,True,False,False,False
ORD_59692,1,4,50.24,False,True,False,False,False
ORD_19011,1,8,387.9,False,True,False,False,False
ORD_51203,1,1,56.6,False,True,False,False,False
ORD_74214,1,1,98.67,True,False,False,False,False
ORD_53474,1,1,65.0,True,False,False,False,False
ORD_36163,1,5,58.23,False,True,False,False,False
ORD_3561,1,2,166.59,False,True,False,False,False
ORD_48366,1,2,20.08,False,True,False,False,False
ORD_86189,1,1,170.84,True,False,False,False,False
ORD_32695,1,1,44.75,True,False,False,False,False
ORD_80700,1,1,51.88,True,False,False,False,False
ORD_48909,1,2,25.67,False,True,False,False,False
ORD_68192,1,3,85.14,False,True,False,False,False
ORD_34826,1,3,100.96,False,True,False,False,False
ORD_66739,1,1,112.02,True,False,False,False,False
ORD_96945,1,1,63.65,False,False,True,False,False
ORD_63672,1,1,167.66,True,False,False,False,False
ORD_33034,1,8,637.65,False,True,False,False,False
ORD_39126,1,4,197.62,False,True,False,False,False
ORD_76902,1,10,101.34,False,True,False,False,False
ORD_54137,1,1,164.8,False,True,False,False,False
ORD_34057,1,1,121.4,False,False,False,False,True
ORD_36904,1,1,77.89,False,True,False,False,False
ORD_4188,1,1,52.05,False,True,False,False,False
ORD_97151,1,2,314.66,False,True,False,False,False
ORD_72254,1,4,183.5,False,True,False,False,False
ORD_58389,1,2,62.79,False,True,False,False,False
ORD_40888,1,3,242.03,False,True,False,False,False
ORD_28532,1,1,69.9,True,False,False,False,False
ORD_24514,1,10,185.35,False,True,False,False,False
ORD_87199,1,1,113.16,True,False,False,False,False
ORD_13343,1,9,467.07,False,True,False,False,False
ORD_83455,1,1,1.65,False,False,False,False,True
ORD_65436,1,1,129.42,True,False,False,False,False
ORD_56200,1,1,42.68,True,False,False,False,False
ORD_26321,1,2,80.35,False,True,False,False,False
ORD_69804,1,10,213.72,False,True,False,False,False
ORD_10307,1,3,62.69,False,True,False,False,False
ORD_73260,1,1,228.88,True,False,False,False,False
ORD_11925,1,1,155.64,False,True,False,False,False
ORD_13539,1,4,78.22,False,True,False,False,False
ORD_10804,1,1,122.17,False,True,False,False,False
ORD_1394,1,5,117.94,False,True,False,False,False
ORD_71293,1,4,121.21,False,True,False,False,False
ORD_45500,1,1,72.76,True,False,False,False,False
ORD_52159,1,1,111.19,True,False,False,False,False
ORD_85732,2,1,17.18,False,False,False,False,True
ORD_60272,1,4,219.27,False,True,False,False,False
ORD_73237,1,2,31.45,False,True,False,False,False
ORD_60766,1,10,180.51,False,True,False,False,False
ORD_48542,1,1,196.01,True,False,False,False,False
ORD_92776,1,1,32.77,False,True,False,False,False
ORD_48961,1,1,154.04,False,True,False,False,False
ORD_78648,1,1,96.8,False,True,False,False,False
ORD_59764,1,9,98.61,False,True,False,False,False
ORD_42940,1,4,199.0,False,True,False,False,False
ORD_84045,1,1,63.15,False,True,False,False,False
ORD_57266,1,1,23.36,False,True,False,False,False
ORD_44363,1,2,51.79,False,True,False,False,False
ORD_12432,1,1,77.55,True,False,False,False,False
ORD_34367,3,1,26.02,False,False,False,False,True
ORD_5300,1,9,95.64,False,True,False,False,False
ORD_38547,1,1,28.2,True,False,False,False,False
ORD_76368,2,1,4.79,False,False,False,False,True
ORD_71788,1,1,78.75,False,True,False,False,False
ORD_2378,1,4,42.68,False,True,False,False,False
ORD_46530,1,1,126.21,False,True,False,False,False
ORD_50040,1,10,264.16,False,True,False,False,False
ORD_99287,1,1,45.09,True,False,False,False,False
ORD_57499,1,1,122.76,True,False,False,False,False
ORD_68640,1,1,69.74,True,False,False,False,False
ORD_53390,1,7,146.46,False,True,False,False,False
ORD_3307,1,3,122.17,False,True,False,False,False
ORD_29338,1,8,111.4,False,True,False,False,False
ORD_42957,1,1,45.3,False,True,False,False,False
ORD_89276,1,1,81.5,False,True,False,False,False
ORD_17651,1,2,143.31,False,True,False,False,False
ORD_21317,1,1,26.78,False,True,False,False,False
ORD_16536,1,1,123.34,False,True,False,False,False
