product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
PRO_3748,bebes,55.0,330.0,2.0,2200.0,16.0,35.0,49.0,6
PRO_3749,bebes,30.0,2262.0,1.0,650.0,20.0,8.0,14.0,6
PRO_3750,perfumaria,56.0,2133.0,1.0,150.0,22.0,18.0,17.0,59
PRO_3751,ferramentas_jardim,50.0,718.0,1.0,9200.0,33.0,7.0,33.0,42
PRO_3752,moveis_decoracao,51.0,1554.0,6.0,900.0,28.0,15.0,18.0,39
PRO_3753,fashion_bolsas_e_acessorios,30.0,401.0,3.0,200.0,16.0,11.0,11.0,28
PRO_3754,perfumaria,45.0,276.0,1.0,150.0,17.0,7.0,12.0,59
PRO_3755,esporte_lazer,35.0,401.0,1.0,1300.0,20.0,20.0,20.0,65
PRO_3756,casa_conforto,58.0,217.0,3.0,950.0,30.0,20.0,30.0,47
PRO_3757,beleza_saude,42.0,418.0,1.0,200.0,20.0,10.0,15.0,43
PRO_3758,papelaria,53.0,696.0,5.0,350.0,26.0,36.0,11.0,66
PRO_3759,informatica_acessorios,55.0,713.0,3.0,500.0,25.0,5.0,15.0,15
PRO_3760,bebes,57.0,2883.0,4.0,16500.0,43.0,83.0,43.0,6
PRO_3761,moveis_decoracao,58.0,2037.0,2.0,650.0,69.0,11.0,11.0,39
PRO_3762,esporte_lazer,44.0,461.0,1.0,5100.0,60.0,30.0,30.0,65
PRO_3763,papelaria,57.0,224.0,3.0,300.0,24.0,7.0,14.0,66
PRO_3764,moveis_decoracao,45.0,494.0,1.0,1150.0,35.0,23.0,35.0,39
PRO_3765,informatica_acessorios,29.0,1431.0,3.0,200.0,18.0,4.0,14.0,15
PRO_3766,bebes,48.0,1171.0,1.0,23033.0,49.0,84.0,49.0,6
PRO_3767,brinquedos,50.0,1099.0,2.0,430.0,38.0,12.0,20.0,69
PRO_3768,alimentos,47.0,890.0,1.0,250.0,20.0,6.0,11.0,36
PRO_3769,cool_stuff,33.0,385.0,2.0,100.0,20.0,6.0,15.0,20
PRO_3770,beleza_saude,40.0,1672.0,3.0,310.0,16.0,12.0,9.0,43
PRO_3771,moveis_sala,57.0,1107.0,1.0,30000.0,80.0,60.0,60.0,40
PRO_3772,moveis_decoracao,42.0,87.0,3.0,14600.0,84.0,8.0,84.0,39
PRO_3773,beleza_saude,55.0,782.0,1.0,1650.0,31.0,26.0,29.0,43
PRO_3774,brinquedos,56.0,807.0,5.0,150.0,16.0,12.0,18.0,69
PRO_3775,cool_stuff,46.0,507.0,1.0,1650.0,23.0,68.0,25.0,20
PRO_3776,ferramentas_jardim,56.0,511.0,6.0,1050.0,22.0,21.0,16.0,42
PRO_3777,utilidades_domesticas,44.0,242.0,3.0,900.0,25.0,15.0,15.0,49
PRO_3778,brinquedos,54.0,491.0,4.0,1400.0,41.0,4.0,41.0,69
PRO_3779,telefonia,30.0,350.0,3.0,100.0,20.0,4.0,15.0,68
PRO_3780,informatica_acessorios,50.0,1704.0,3.0,600.0,35.0,18.0,35.0,15
PRO_3781,market_place,63.0,677.0,1.0,500.0,16.0,16.0,16.0,54
PRO_3782,perfumaria,57.0,698.0,1.0,563.0,25.0,11.0,18.0,59
PRO_3783,eletronicos,47.0,305.0,1.0,150.0,21.0,7.0,14.0,26
PRO_3784,moveis_decoracao,29.0,571.0,1.0,7500.0,47.0,37.0,38.0,39
PRO_3785,cama_mesa_banho,59.0,396.0,1.0,550.0,25.0,2.0,20.0,7
PRO_3786,beleza_saude,34.0,1943.0,3.0,434.0,21.0,14.0,21.0,43
PRO_3787,telefonia,51.0,302.0,3.0,100.0,19.0,3.0,11.0,68
PRO_3788,malas_acessorios,52.0,408.0,1.0,325.0,18.0,18.0,16.0,53
PRO_3789,cama_mesa_banho,57.0,184.0,2.0,600.0,60.0,10.0,40.0,7
PRO_3790,esporte_lazer,27.0,716.0,6.0,675.0,41.0,21.0,21.0,65
PRO_3791,eletronicos,38.0,879.0,1.0,501.0,19.0,10.0,91.0,26
PRO_3792,fashion_bolsas_e_acessorios,45.0,416.0,4.0,200.0,16.0,5.0,11.0,28
PRO_3793,beleza_saude,59.0,493.0,1.0,537.0,23.0,8.0,14.0,43
PRO_3794,relogios_presentes,60.0,724.0,1.0,400.0,28.0,10.0,18.0,71
PRO_3795,eletroportateis,40.0,849.0,2.0,11800.0,40.0,43.0,36.0,63
PRO_3796,bebes,57.0,346.0,2.0,13700.0,55.0,30.0,55.0,6
PRO_3797,instrumentos_musicais,44.0,872.0,2.0,550.0,17.0,7.0,12.0,56
PRO_3798,relogios_presentes,37.0,621.0,1.0,350.0,23.0,12.0,15.0,71
PRO_3799,eletronicos,49.0,429.0,3.0,5525.0,20.0,18.0,15.0,26
PRO_3800,sinalizacao_e_seguranca,35.0,264.0,1.0,2775.0,49.0,50.0,30.0,62
PRO_3801,cool_stuff,33.0,895.0,1.0,1100.0,42.0,25.0,15.0,20
PRO_3802,ferramentas_jardim,47.0,1489.0,1.0,6800.0,77.0,14.0,34.0,42
PRO_3803,automotivo,60.0,982.0,2.0,50.0,17.0,10.0,15.0,5
PRO_3804,informatica_acessorios,34.0,232.0,1.0,1425.0,23.0,18.0,18.0,15
PRO_3805,informatica_acessorios,56.0,303.0,5.0,667.0,17.0,9.0,16.0,15
PRO_3806,perfumaria,29.0,450.0,1.0,450.0,21.0,14.0,15.0,59
PRO_3807,relogios_presentes,53.0,838.0,1.0,287.0,18.0,13.0,14.0,71
PRO_3808,ferramentas_jardim,52.0,368.0,2.0,700.0,20.0,18.0,19.0,42
PRO_3809,esporte_lazer,57.0,1278.0,3.0,850.0,44.0,22.0,32.0,65
PRO_3810,beleza_saude,38.0,929.0,1.0,1097.0,18.0,18.0,16.0,43
PRO_3811,malas_acessorios,58.0,487.0,3.0,16200.0,26.0,57.0,39.0,53
PRO_3812,cama_mesa_banho,53.0,244.0,1.0,1900.0,45.0,15.0,35.0,7
PRO_3813,moveis_decoracao,58.0,2010.0,2.0,1500.0,69.0,11.0,11.0,39
PRO_3814,cama_mesa_banho,59.0,289.0,1.0,2150.0,34.0,9.0,33.0,7
PRO_3815,telefonia_fixa,60.0,950.0,1.0,900.0,21.0,8.0,22.0,34
PRO_3816,papelaria,53.0,818.0,1.0,400.0,35.0,16.0,16.0,66
PRO_3817,beleza_saude,45.0,181.0,4.0,400.0,25.0,5.0,12.0,43
PRO_3818,utilidades_domesticas,48.0,1430.0,2.0,800.0,30.0,10.0,25.0,49
PRO_3819,telefonia,50.0,3135.0,4.0,400.0,20.0,11.0,13.0,68
PRO_3820,moveis_decoracao,60.0,2007.0,4.0,2750.0,69.0,11.0,11.0,39
PRO_3821,telefonia_fixa,58.0,438.0,2.0,750.0,30.0,10.0,20.0,34
PRO_3822,beleza_saude,55.0,540.0,3.0,1500.0,20.0,22.0,22.0,43
PRO_3823,eletroportateis,47.0,616.0,2.0,2167.0,19.0,20.0,18.0,63
PRO_3824,bebes,56.0,1386.0,9.0,10875.0,68.0,44.0,35.0,6
PRO_3825,construcao_ferramentas_construcao,56.0,1776.0,6.0,2100.0,34.0,18.0,18.0,17
PRO_3826,fraldas_higiene,49.0,1151.0,8.0,700.0,35.0,7.0,29.0,23
PRO_3827,ferramentas_jardim,43.0,165.0,1.0,14350.0,40.0,50.0,40.0,42
PRO_3828,informatica_acessorios,59.0,391.0,1.0,939.0,26.0,17.0,18.0,15
PRO_3829,relogios_presentes,38.0,397.0,3.0,560.0,18.0,11.0,16.0,71
PRO_3830,relogios_presentes,57.0,588.0,2.0,400.0,16.0,11.0,11.0,71
PRO_3831,esporte_lazer,53.0,754.0,1.0,4950.0,90.0,21.0,21.0,65
PRO_3832,eletrodomesticos,50.0,130.0,1.0,8400.0,55.0,13.0,46.0,44
PRO_3833,unknown,51.0,595.0,1.0,150.0,16.0,16.0,16.0,70
PRO_3834,moveis_decoracao,36.0,237.0,2.0,7400.0,45.0,45.0,45.0,39
PRO_3835,automotivo,58.0,1276.0,4.0,1350.0,21.0,21.0,21.0,5
PRO_3836,beleza_saude,56.0,1296.0,1.0,300.0,16.0,16.0,16.0,43
PRO_3837,beleza_saude,63.0,1113.0,2.0,550.0,20.0,20.0,20.0,43
PRO_3838,esporte_lazer,46.0,283.0,2.0,2350.0,60.0,15.0,15.0,65
PRO_3839,beleza_saude,37.0,361.0,2.0,900.0,94.0,31.0,41.0,43
PRO_3840,pet_shop,63.0,1440.0,3.0,5000.0,40.0,20.0,50.0,60
PRO_3841,cama_mesa_banho,56.0,262.0,1.0,1850.0,45.0,15.0,35.0,7
PRO_3842,moveis_decoracao,63.0,695.0,6.0,1500.0,25.0,33.0,25.0,39
PRO_3843,casa_conforto,56.0,162.0,1.0,3200.0,20.0,30.0,46.0,47
PRO_3844,cama_mesa_banho,54.0,683.0,1.0,1517.0,32.0,5.0,29.0,7
PRO_3845,cama_mesa_banho,53.0,1814.0,1.0,1650.0,28.0,25.0,11.0,7
PRO_3846,perfumaria,12.0,417.0,1.0,463.0,17.0,14.0,13.0,59
PRO_3847,cool_stuff,54.0,190.0,1.0,200.0,20.0,5.0,15.0,20
PRO_3848,fashion_bolsas_e_acessorios,36.0,352.0,3.0,150.0,16.0,9.0,11.0,28
PRO_3849,esporte_lazer,57.0,969.0,1.0,1125.0,31.0,29.0,29.0,65
PRO_3850,utilidades_domesticas,54.0,351.0,2.0,200.0,20.0,15.0,15.0,49
PRO_3851,automotivo,58.0,117.0,1.0,350.0,30.0,15.0,25.0,5
PRO_3852,esporte_lazer,58.0,390.0,1.0,175.0,22.0,7.0,15.0,65
PRO_3853,relogios_presentes,59.0,89.0,3.0,200.0,16.0,2.0,11.0,71
PRO_3854,informatica_acessorios,49.0,1053.0,3.0,217.0,17.0,9.0,14.0,15
PRO_3855,cama_mesa_banho,60.0,230.0,1.0,2075.0,35.0,9.0,25.0,7
PRO_3856,automotivo,44.0,1085.0,1.0,7050.0,102.0,4.0,41.0,5
PRO_3857,esporte_lazer,55.0,2848.0,1.0,2000.0,33.0,30.0,30.0,65
PRO_3858,telefonia,57.0,631.0,2.0,200.0,19.0,4.0,11.0,68
PRO_3859,moveis_cozinha_area_de_servico_jantar_e_jardim,37.0,62.0,2.0,25400.0,45.0,86.0,27.0,51
PRO_3860,moveis_escritorio,39.0,2137.0,1.0,7500.0,58.0,28.0,58.0,57
PRO_3861,moveis_decoracao,63.0,462.0,6.0,500.0,20.0,5.0,48.0,39
PRO_3862,moveis_decoracao,55.0,130.0,1.0,2000.0,40.0,11.0,34.0,39
PRO_3863,informatica_acessorios,48.0,350.0,1.0,1850.0,30.0,16.0,16.0,15
PRO_3864,informatica_acessorios,55.0,2277.0,1.0,8900.0,19.0,13.0,32.0,15
PRO_3865,cama_mesa_banho,56.0,382.0,1.0,300.0,16.0,10.0,16.0,7
PRO_3866,cama_mesa_banho,51.0,305.0,1.0,1500.0,49.0,16.0,39.0,7
PRO_3867,beleza_saude,59.0,1868.0,3.0,100.0,25.0,2.0,15.0,43
PRO_3868,fashion_roupa_feminina,36.0,886.0,2.0,200.0,16.0,2.0,20.0,27
PRO_3869,unknown,51.0,595.0,1.0,700.0,30.0,30.0,30.0,70
PRO_3870,automotivo,57.0,852.0,4.0,900.0,18.0,7.0,14.0,5
PRO_3871,beleza_saude,46.0,944.0,1.0,150.0,26.0,7.0,16.0,43
PRO_3872,automotivo,56.0,656.0,1.0,150.0,16.0,6.0,11.0,5
PRO_3873,moveis_decoracao,51.0,264.0,1.0,800.0,25.0,25.0,25.0,39
PRO_3874,ferramentas_jardim,51.0,518.0,1.0,363.0,18.0,26.0,17.0,42
PRO_3875,perfumaria,63.0,815.0,4.0,400.0,16.0,10.0,11.0,59
PRO_3876,moveis_decoracao,58.0,297.0,1.0,5070.0,56.0,38.0,48.0,39
PRO_3877,utilidades_domesticas,41.0,150.0,6.0,300.0,16.0,6.0,12.0,49
PRO_3878,cama_mesa_banho,54.0,639.0,1.0,1050.0,20.0,16.0,20.0,7
PRO_3879,beleza_saude,33.0,396.0,4.0,879.0,31.0,15.0,24.0,43
PRO_3880,beleza_saude,45.0,287.0,4.0,500.0,20.0,7.0,20.0,43
PRO_3881,beleza_saude,58.0,2076.0,4.0,300.0,20.0,2.0,25.0,43
PRO_3882,fashion_bolsas_e_acessorios,59.0,116.0,5.0,150.0,16.0,9.0,11.0,28
PRO_3883,relogios_presentes,50.0,668.0,1.0,500.0,23.0,16.0,16.0,71
PRO_3884,brinquedos,53.0,902.0,3.0,621.0,34.0,8.0,31.0,69
PRO_3885,construcao_ferramentas_jardim,46.0,1077.0,1.0,1700.0,22.0,22.0,14.0,21
PRO_3886,construcao_ferramentas_construcao,46.0,893.0,1.0,2750.0,16.0,2.0,11.0,17
PRO_3887,cool_stuff,38.0,601.0,4.0,13400.0,52.0,44.0,27.0,20
PRO_3888,unknown,51.0,595.0,1.0,150.0,20.0,5.0,20.0,70
PRO_3889,instrumentos_musicais,30.0,1271.0,4.0,14100.0,61.0,58.0,24.0,56
PRO_3890,cool_stuff,38.0,1639.0,1.0,100.0,16.0,15.0,11.0,20
PRO_3891,beleza_saude,56.0,1697.0,5.0,750.0,19.0,13.0,15.0,43
PRO_3892,eletronicos,46.0,442.0,1.0,150.0,25.0,7.0,16.0,26
PRO_3893,automotivo,28.0,325.0,6.0,300.0,35.0,3.0,26.0,5
PRO_3894,informatica_acessorios,35.0,661.0,2.0,100.0,25.0,3.0,19.0,15
PRO_3895,moveis_decoracao,63.0,254.0,2.0,1800.0,41.0,9.0,34.0,39
PRO_3896,telefonia,58.0,424.0,1.0,150.0,19.0,4.0,11.0,68
PRO_3897,automotivo,58.0,174.0,2.0,200.0,16.0,10.0,16.0,5
PRO_3898,bebes,54.0,1317.0,4.0,1050.0,42.0,25.0,15.0,6
PRO_3899,cama_mesa_banho,55.0,426.0,1.0,14050.0,16.0,10.0,16.0,7
PRO_3900,utilidades_domesticas,45.0,1232.0,2.0,917.0,29.0,16.0,16.0,49
PRO_3901,bebes,51.0,446.0,1.0,350.0,30.0,30.0,20.0,6
PRO_3902,pet_shop,58.0,754.0,6.0,1450.0,40.0,20.0,30.0,60
PRO_3903,cama_mesa_banho,60.0,189.0,1.0,1350.0,46.0,2.0,36.0,7
PRO_3904,beleza_saude,56.0,1363.0,2.0,200.0,16.0,14.0,16.0,43
PRO_3905,relogios_presentes,46.0,635.0,1.0,233.0,17.0,11.0,15.0,71
PRO_3906,malas_acessorios,44.0,132.0,2.0,400.0,20.0,10.0,16.0,53
PRO_3907,automotivo,48.0,689.0,5.0,2550.0,20.0,20.0,20.0,5
PRO_3908,utilidades_domesticas,60.0,128.0,1.0,3700.0,50.0,32.0,70.0,49
PRO_3909,informatica_acessorios,24.0,718.0,2.0,200.0,41.0,2.0,29.0,15
PRO_3910,pet_shop,36.0,883.0,1.0,4417.0,27.0,27.0,13.0,60
PRO_3911,moveis_decoracao,37.0,320.0,1.0,2700.0,47.0,10.0,35.0,39
PRO_3912,informatica_acessorios,55.0,211.0,1.0,1200.0,38.0,24.0,12.0,15
PRO_3913,ferramentas_jardim,54.0,978.0,4.0,3950.0,16.0,64.0,38.0,42
PRO_3914,climatizacao,39.0,444.0,2.0,600.0,27.0,13.0,17.0,1
PRO_3915,utilidades_domesticas,59.0,1933.0,1.0,1850.0,16.0,25.0,12.0,49
PRO_3916,relogios_presentes,48.0,345.0,4.0,6750.0,46.0,20.0,44.0,71
PRO_3917,eletronicos,53.0,109.0,1.0,150.0,24.0,12.0,18.0,26
PRO_3918,cama_mesa_banho,35.0,236.0,1.0,1000.0,30.0,5.0,30.0,7
PRO_3919,beleza_saude,51.0,2468.0,3.0,200.0,23.0,7.0,15.0,43
PRO_3920,beleza_saude,44.0,1028.0,1.0,350.0,18.0,11.0,11.0,43
PRO_3921,pcs,55.0,3610.0,4.0,2650.0,16.0,31.0,39.0,14
PRO_3922,beleza_saude,49.0,3901.0,8.0,2250.0,35.0,8.0,35.0,43
PRO_3923,cama_mesa_banho,56.0,310.0,1.0,6400.0,30.0,6.0,25.0,7
PRO_3924,utilidades_domesticas,59.0,470.0,1.0,950.0,28.0,18.0,28.0,49
PRO_3925,cama_mesa_banho,59.0,299.0,1.0,4900.0,42.0,12.0,42.0,7
PRO_3926,beleza_saude,40.0,847.0,1.0,800.0,30.0,30.0,30.0,43
PRO_3927,cama_mesa_banho,59.0,344.0,3.0,12000.0,60.0,23.0,54.0,7
PRO_3928,pet_shop,43.0,480.0,1.0,7300.0,25.0,25.0,25.0,60
PRO_3929,eletrodomesticos,45.0,78.0,1.0,100.0,20.0,13.0,15.0,44
PRO_3930,ferramentas_jardim,32.0,390.0,2.0,353.0,26.0,14.0,14.0,42
PRO_3931,beleza_saude,45.0,1031.0,1.0,1250.0,16.0,32.0,12.0,43
PRO_3932,automotivo,60.0,695.0,6.0,3800.0,47.0,19.0,23.0,5
PRO_3933,moveis_decoracao,54.0,1988.0,3.0,2450.0,65.0,8.0,45.0,39
PRO_3934,esporte_lazer,47.0,414.0,1.0,700.0,48.0,15.0,32.0,65
PRO_3935,fashion_bolsas_e_acessorios,50.0,427.0,3.0,2100.0,16.0,5.0,11.0,28
PRO_3936,brinquedos,56.0,194.0,1.0,475.0,54.0,13.0,26.0,69
PRO_3937,informatica_acessorios,58.0,420.0,1.0,200.0,21.0,14.0,15.0,15
PRO_3938,esporte_lazer,46.0,1277.0,5.0,1600.0,42.0,10.0,22.0,65
PRO_3939,cama_mesa_banho,44.0,444.0,2.0,700.0,50.0,16.0,16.0,7
PRO_3940,utilidades_domesticas,36.0,558.0,1.0,450.0,24.0,8.0,15.0,49
PRO_3941,beleza_saude,56.0,1190.0,1.0,1250.0,26.0,21.0,16.0,43
PRO_3942,cama_mesa_banho,56.0,701.0,1.0,1000.0,50.0,12.0,12.0,7
PRO_3943,utilidades_domesticas,56.0,613.0,5.0,3950.0,65.0,15.0,35.0,49
PRO_3944,moveis_decoracao,55.0,1617.0,3.0,4450.0,105.0,5.0,69.0,39
PRO_3945,brinquedos,50.0,591.0,2.0,6350.0,55.0,25.0,20.0,69
PRO_3946,cama_mesa_banho,28.0,306.0,3.0,1650.0,36.0,12.0,26.0,7
PRO_3947,beleza_saude,31.0,1608.0,1.0,350.0,16.0,7.0,11.0,43
PRO_3948,automotivo,59.0,241.0,3.0,10550.0,70.0,30.0,30.0,5
PRO_3949,utilidades_domesticas,30.0,622.0,1.0,5950.0,33.0,26.0,33.0,49
PRO_3950,papelaria,25.0,736.0,3.0,1100.0,42.0,20.0,31.0,66
PRO_3951,malas_acessorios,38.0,216.0,1.0,700.0,49.0,10.0,34.0,53
PRO_3952,alimentos_bebidas,40.0,907.0,1.0,472.0,19.0,16.0,16.0,37
PRO_3953,pet_shop,38.0,734.0,12.0,7300.0,49.0,29.0,34.0,60
PRO_3954,pet_shop,47.0,933.0,1.0,417.0,19.0,17.0,16.0,60
PRO_3955,utilidades_domesticas,27.0,144.0,1.0,9600.0,25.0,32.0,24.0,49
PRO_3956,industria_comercio_e_negocios,54.0,1001.0,1.0,400.0,20.0,20.0,30.0,50
PRO_3957,perfumaria,54.0,675.0,3.0,613.0,18.0,16.0,18.0,59
PRO_3958,cama_mesa_banho,46.0,288.0,1.0,4325.0,54.0,19.0,42.0,7
PRO_3959,cool_stuff,58.0,934.0,1.0,2250.0,42.0,25.0,15.0,20
PRO_3960,cool_stuff,43.0,421.0,4.0,500.0,27.0,5.0,27.0,20
PRO_3961,papelaria,51.0,261.0,1.0,1250.0,16.0,39.0,37.0,66
PRO_3962,eletroportateis,58.0,520.0,1.0,3600.0,35.0,40.0,34.0,63
PRO_3963,relogios_presentes,29.0,147.0,1.0,521.0,18.0,11.0,14.0,71
PRO_3964,unknown,51.0,595.0,1.0,150.0,20.0,3.0,13.0,70
PRO_3965,papelaria,43.0,47.0,1.0,158.0,16.0,5.0,16.0,66
PRO_3966,livros_interesse_geral,54.0,429.0,5.0,650.0,25.0,12.0,20.0,8
PRO_3967,eletrodomesticos,60.0,648.0,2.0,500.0,19.0,13.0,20.0,44
PRO_3968,agro_industria_e_comercio,41.0,288.0,1.0,5047.0,58.0,44.0,28.0,0
PRO_3969,unknown,51.0,595.0,1.0,1000.0,29.0,5.0,27.0,70
PRO_3970,perfumaria,48.0,693.0,1.0,600.0,18.0,18.0,18.0,59
PRO_3971,automotivo,56.0,1235.0,1.0,1800.0,34.0,40.0,19.0,5
PRO_3972,unknown,51.0,595.0,1.0,1045.0,30.0,19.0,20.0,70
PRO_3973,brinquedos,36.0,529.0,2.0,650.0,28.0,13.0,15.0,69
PRO_3974,unknown,51.0,595.0,1.0,400.0,28.0,6.0,27.0,70
PRO_3975,esporte_lazer,36.0,1360.0,1.0,2450.0,25.0,8.0,25.0,65
PRO_3976,utilidades_domesticas,46.0,1342.0,1.0,9700.0,28.0,26.0,26.0,49
PRO_3977,construcao_ferramentas_iluminacao,59.0,985.0,1.0,750.0,16.0,20.0,16.0,18
PRO_3978,esporte_lazer,51.0,1552.0,1.0,350.0,31.0,18.0,18.0,65
PRO_3979,papelaria,57.0,687.0,4.0,300.0,30.0,15.0,18.0,66
PRO_3980,relogios_presentes,49.0,589.0,2.0,500.0,16.0,13.0,13.0,71
PRO_3981,perfumaria,57.0,2670.0,3.0,1600.0,45.0,10.0,24.0,59
PRO_3982,automotivo,55.0,446.0,5.0,50.0,24.0,2.0,17.0,5
PRO_3983,moveis_decoracao,47.0,2064.0,2.0,600.0,68.0,8.0,13.0,39
PRO_3984,market_place,20.0,43.0,2.0,5000.0,40.0,40.0,40.0,54
PRO_3985,bebes,53.0,1601.0,5.0,29250.0,42.0,58.0,60.0,6
PRO_3986,moveis_decoracao,48.0,873.0,1.0,6200.0,18.0,5.0,20.0,39
PRO_3987,moveis_decoracao,59.0,946.0,2.0,25325.0,95.0,25.0,64.0,39
PRO_3988,beleza_saude,53.0,713.0,2.0,150.0,20.0,10.0,20.0,43
PRO_3989,relogios_presentes,58.0,967.0,3.0,400.0,19.0,15.0,20.0,71
PRO_3990,utilidades_domesticas,43.0,319.0,1.0,450.0,25.0,22.0,24.0,49
PRO_3991,utilidades_domesticas,54.0,341.0,2.0,16300.0,80.0,23.0,33.0,49
PRO_3992,climatizacao,46.0,293.0,1.0,5524.0,42.0,37.0,28.0,1
PRO_3993,informatica_acessorios,60.0,611.0,2.0,2500.0,31.0,12.0,31.0,15
PRO_3994,esporte_lazer,54.0,454.0,1.0,3400.0,36.0,41.0,36.0,65
PRO_3995,moveis_decoracao,55.0,2165.0,2.0,650.0,68.0,8.0,13.0,39
PRO_3996,perfumaria,47.0,727.0,6.0,300.0,16.0,16.0,16.0,59
PRO_3997,bebes,30.0,309.0,1.0,150.0,16.0,5.0,16.0,6
PRO_3998,papelaria,39.0,310.0,1.0,300.0,16.0,4.0,11.0,66
PRO_3999,beleza_saude,44.0,1793.0,1.0,11450.0,80.0,26.0,26.0,43
PRO_4000,automotivo,58.0,1934.0,2.0,250.0,19.0,19.0,14.0,5
PRO_4001,fashion_bolsas_e_acessorios,16.0,132.0,2.0,50.0,17.0,4.0,13.0,28
PRO_4002,relogios_presentes,48.0,460.0,1.0,400.0,16.0,12.0,12.0,71
PRO_4003,bebes,52.0,704.0,4.0,1350.0,60.0,20.0,50.0,6
PRO_4004,agro_industria_e_comercio,38.0,397.0,1.0,3450.0,33.0,36.0,33.0,0
PRO_4005,papelaria,55.0,184.0,4.0,250.0,24.0,7.0,14.0,66
PRO_4006,esporte_lazer,56.0,235.0,1.0,500.0,30.0,5.0,20.0,65
PRO_4007,livros_interesse_geral,44.0,618.0,1.0,1200.0,16.0,2.0,11.0,8
PRO_4008,informatica_acessorios,42.0,418.0,1.0,950.0,30.0,16.0,16.0,15
PRO_4009,cama_mesa_banho,56.0,390.0,1.0,1983.0,29.0,49.0,58.0,7
PRO_4010,ferramentas_jardim,38.0,244.0,1.0,600.0,25.0,32.0,25.0,42
PRO_4011,pet_shop,48.0,466.0,2.0,2700.0,43.0,39.0,20.0,60
PRO_4012,beleza_saude,29.0,378.0,2.0,200.0,25.0,10.0,15.0,43
PRO_4013,informatica_acessorios,57.0,489.0,4.0,350.0,19.0,3.0,13.0,15
PRO_4014,bebes,23.0,1059.0,2.0,100.0,22.0,23.0,16.0,6
PRO_4015,cama_mesa_banho,53.0,704.0,1.0,1650.0,40.0,15.0,32.0,7
PRO_4016,moveis_decoracao,32.0,1405.0,3.0,200.0,35.0,2.0,25.0,39
PRO_4017,esporte_lazer,55.0,1392.0,1.0,1350.0,16.0,16.0,20.0,65
PRO_4018,esporte_lazer,30.0,73.0,3.0,200.0,25.0,25.0,25.0,65
PRO_4019,beleza_saude,56.0,1266.0,1.0,1400.0,20.0,20.0,20.0,43
PRO_4020,utilidades_domesticas,51.0,386.0,2.0,2700.0,44.0,34.0,16.0,49
PRO_4021,construcao_ferramentas_construcao,60.0,147.0,6.0,10100.0,60.0,20.0,40.0,17
PRO_4022,esporte_lazer,43.0,170.0,2.0,2400.0,40.0,10.0,40.0,65
PRO_4023,eletrodomesticos_2,33.0,111.0,1.0,6600.0,42.0,42.0,26.0,45
PRO_4024,perfumaria,35.0,906.0,1.0,325.0,33.0,33.0,31.0,59
PRO_4025,beleza_saude,42.0,2877.0,1.0,150.0,19.0,14.0,16.0,43
PRO_4026,bebes,59.0,224.0,2.0,1400.0,75.0,15.0,50.0,6
PRO_4027,automotivo,48.0,749.0,1.0,800.0,41.0,45.0,11.0,5
PRO_4028,fashion_bolsas_e_acessorios,15.0,132.0,4.0,50.0,17.0,4.0,13.0,28
PRO_4029,moveis_decoracao,49.0,494.0,2.0,450.0,30.0,20.0,20.0,39
PRO_4030,papelaria,33.0,640.0,4.0,100.0,16.0,6.0,11.0,66
PRO_4031,brinquedos,43.0,225.0,1.0,650.0,45.0,15.0,35.0,69
PRO_4032,cool_stuff,46.0,573.0,1.0,300.0,26.0,5.0,21.0,20
PRO_4033,utilidades_domesticas,51.0,663.0,4.0,3000.0,62.0,12.0,25.0,49
PRO_4034,informatica_acessorios,52.0,516.0,2.0,450.0,42.0,3.0,15.0,15
PRO_4035,esporte_lazer,48.0,683.0,1.0,200.0,20.0,4.0,15.0,65
PRO_4036,informatica_acessorios,40.0,2206.0,2.0,749.0,25.0,13.0,24.0,15
PRO_4037,utilidades_domesticas,32.0,251.0,1.0,600.0,30.0,30.0,30.0,49
PRO_4038,informatica_acessorios,57.0,95.0,1.0,300.0,32.0,5.0,16.0,15
PRO_4039,esporte_lazer,16.0,1135.0,2.0,100.0,16.0,13.0,16.0,65
PRO_4040,moveis_decoracao,58.0,1056.0,2.0,650.0,65.0,11.0,11.0,39
PRO_4041,beleza_saude,27.0,980.0,1.0,1150.0,19.0,15.0,15.0,43
PRO_4042,telefonia,53.0,505.0,1.0,350.0,16.0,6.0,11.0,68
PRO_4043,moveis_decoracao,56.0,666.0,4.0,950.0,68.0,30.0,11.0,39
PRO_4044,ferramentas_jardim,39.0,1053.0,2.0,2660.0,34.0,25.0,16.0,42
PRO_4045,relogios_presentes,50.0,708.0,2.0,325.0,19.0,8.0,14.0,71
PRO_4046,automotivo,49.0,1101.0,1.0,2100.0,28.0,32.0,38.0,5
PRO_4047,relogios_presentes,53.0,486.0,2.0,240.0,19.0,13.0,19.0,71
PRO_4048,utilidades_domesticas,29.0,363.0,2.0,1000.0,25.0,30.0,25.0,49
PRO_4049,moveis_decoracao,59.0,618.0,2.0,867.0,52.0,6.0,42.0,39
PRO_4050,brinquedos,50.0,679.0,4.0,500.0,30.0,20.0,20.0,69
PRO_4051,automotivo,59.0,1773.0,1.0,6600.0,44.0,25.0,39.0,5
PRO_4052,unknown,51.0,595.0,1.0,200.0,16.0,2.0,11.0,70
