review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
RV_46585,OR_88488,5,No Title,No Comment,2018-05-10 00:00:00,2018-05-13 00:28:16
RV_46586,OR_98598,5,No Title,No Comment,2017-08-24 00:00:00,2017-08-25 13:19:59
RV_46587,OR_63765,5,No Title,No Comment,2017-11-30 00:00:00,2017-12-03 23:30:09
RV_46588,OR_31456,5,No Title,No Comment,2017-06-22 00:00:00,2017-06-28 19:45:04
RV_46589,OR_57853,5,No Title,Atendimento de primeira qualidade. Vou continuar a ser cliente.,2018-01-31 00:00:00,2018-02-03 02:50:19
RV_46590,OR_unknown,5,No Title,No Comment,2017-03-17 00:00:00,2017-03-17 11:17:06
RV_46591,OR_42551,4,No Title,No Comment,2018-01-10 00:00:00,2018-01-10 22:09:11
RV_46592,OR_8702,5,No Title,Produto de qualidade e entrega num tempo hábil!! ,2017-12-16 00:00:00,2017-12-18 22:55:28
RV_46593,OR_94454,5,No Title,No Comment,2017-03-18 00:00:00,2017-03-20 14:56:37
RV_46594,OR_16462,5,No Title,No Comment,2018-08-24 00:00:00,2018-08-30 12:16:52
RV_46595,OR_60202,4,No Title,Produto ótimo! Recebi dentro do prazo estipulado.,2017-11-02 00:00:00,2017-11-05 02:10:14
RV_46596,OR_13934,1,COMPREI 3 INTEM,"So foi 2 intem luva e toca. Falta colete tático e não tem código pra acompanha o intem, so informa que produto foi entregue.",2018-08-10 00:00:00,2018-08-11 01:47:00
RV_46597,OR_73443,5,No Title,"excelente serviço, em tempo hábil e com uma com comunicação excelente com o consumidor.",2018-03-08 00:00:00,2018-03-08 20:29:05
RV_46598,OR_10589,5,No Title,No Comment,2018-01-19 00:00:00,2018-01-20 12:17:02
RV_46599,OR_95682,4,No Title,No Comment,2017-06-20 00:00:00,2017-06-21 00:29:41
RV_46600,OR_49369,4,No Title,No Comment,2017-06-27 00:00:00,2017-06-30 10:48:12
RV_46601,OR_80686,5,No Title,No Comment,2018-01-07 00:00:00,2018-01-07 17:03:37
RV_46602,OR_unknown,3,No Title,Gostaria de saber sobre o meu produto pois já passou prazo e eu não recebe o produto ainda e já estou pagando a segunda parcela sem sei estar com produto !!,2017-03-12 00:00:00,2017-03-14 11:08:50
RV_46603,OR_74932,5,No Title,No Comment,2018-04-03 00:00:00,2018-04-04 11:18:32
RV_46604,OR_26357,5,No Title,No Comment,2017-05-28 00:00:00,2017-06-03 17:35:12
RV_46605,OR_82857,5,No Title,Recomendado.,2017-10-04 00:00:00,2017-10-08 19:35:50
RV_46606,OR_24361,5,No Title,"
Eu adoro comprar na lannister na loja Americana porque atendimento é bom e as coisas sempre são boas nunca tive problema com a loja americana",2018-03-04 00:00:00,2018-03-04 18:14:09
RV_46607,OR_67391,1,propaganda enganosa,no site imagem de 120 capsulas recebi 60 capsulas,2018-05-09 00:00:00,2018-05-10 19:45:16
RV_46608,OR_53269,5,No Title,No Comment,2018-02-22 00:00:00,2018-02-25 21:01:40
RV_46609,OR_2695,4,Ótimo ,Recebi o produto muito antes da data estimada para a entrega.,2018-08-25 00:00:00,2018-08-25 21:46:05
RV_46610,OR_51866,5,5,Obrigado amei excelente produto chegou antes do dia marcado,2018-08-23 00:00:00,2018-08-24 09:33:50
RV_46611,OR_77270,5,No Title,No Comment,2018-05-29 00:00:00,2018-05-30 00:30:13
RV_46612,OR_92560,5,No Title,No Comment,2017-10-17 00:00:00,2017-10-17 17:58:27
RV_46613,OR_39422,5,No Title,No Comment,2018-05-15 00:00:00,2018-05-15 20:25:15
RV_46614,OR_65559,5,Maravilhoso,"Recebi bem antes da data prevista, produto correto.. super recomendo o site!!",2018-04-27 00:00:00,2018-05-08 18:37:43
RV_46615,OR_56965,3,No Title,No Comment,2017-06-09 00:00:00,2017-06-12 11:11:52
RV_46616,OR_69856,2,No Title,Chato e pagar o frete,2017-05-08 00:00:00,2017-05-11 07:11:30
RV_46617,OR_73565,3,No Title,No Comment,2018-03-01 00:00:00,2018-03-06 11:15:47
RV_46618,OR_8020,5,No Title,No Comment,2018-08-29 00:00:00,2018-08-31 10:48:25
RV_46619,OR_32748,3,No Title,No Comment,2017-09-30 00:00:00,2017-10-03 00:32:06
RV_46620,OR_51943,5,No Title,No Comment,2017-05-18 00:00:00,2017-05-19 10:42:15
RV_46621,OR_39322,4,Muito bom!,"São placas de MDF, mas as cores são vibrantes. Pelo preço é justo. Muito bom! ",2018-05-22 00:00:00,2018-05-25 00:45:57
RV_46622,OR_84412,4,No Title,No Comment,2018-06-29 00:00:00,2018-06-29 18:47:47
RV_46623,OR_77872,5,No Title,No Comment,2017-03-16 00:00:00,2017-03-17 14:37:28
RV_46624,OR_11348,5,No Title,No Comment,2018-07-03 00:00:00,2018-07-18 11:33:14
RV_46625,OR_5060,3,No Title,No Comment,2017-07-28 00:00:00,2017-07-29 01:44:44
RV_46626,OR_22826,5,No Title,No Comment,2017-08-18 00:00:00,2017-08-19 13:21:58
RV_46627,OR_56492,4,No Title,"chegou bem antes do prazo, direitinho.",2017-04-06 00:00:00,2017-04-07 18:08:16
RV_46628,OR_46584,5,No Title,Td certo,2018-02-08 00:00:00,2018-02-08 14:51:11
RV_46629,OR_62974,5,No Title,No Comment,2018-03-20 00:00:00,2018-03-21 03:11:24
RV_46630,OR_53115,5,No Title,No Comment,2017-07-27 00:00:00,2017-07-27 23:31:01
RV_46631,OR_61717,5,No Title,No Comment,2018-04-28 00:00:00,2018-04-29 11:49:43
RV_46632,OR_50637,5,No Title,No Comment,2018-07-21 00:00:00,2018-07-23 18:38:46
RV_46633,OR_5868,4,No Title,No Comment,2018-04-07 00:00:00,2018-04-10 02:02:14
RV_46634,OR_95396,3,No Title,No Comment,2018-05-27 00:00:00,2018-05-27 19:53:23
RV_46635,OR_92866,4,No Title,No Comment,2018-04-13 00:00:00,2018-04-16 17:59:04
RV_46636,OR_44768,5,Ótimo ,No Comment,2018-07-27 00:00:00,2018-07-28 01:57:58
RV_46637,OR_2079,1,No Title,No Comment,2018-02-02 00:00:00,2018-02-05 00:06:51
RV_46638,OR_53383,5,Excelente!,Entrega antes do prazo!,2018-05-25 00:00:00,2018-05-27 15:49:10
RV_46639,OR_76509,3,No Title,No Comment,2017-12-20 00:00:00,2017-12-25 22:04:32
RV_46640,OR_98586,1,Demora entrega,Nunca fiz uma compra pela lannister que demorasse tanto a receber. Gostaria de saber o motivo! ,2018-06-10 00:00:00,2018-06-10 11:51:34
RV_46641,OR_59277,5,No Title,No Comment,2018-08-18 00:00:00,2018-08-18 23:33:19
RV_46642,OR_17478,4,No Title,Produto bonito com bom acabamento.,2018-01-23 00:00:00,2018-01-24 12:21:07
RV_46643,OR_unknown,1,No Title,No Comment,2017-08-12 00:00:00,2017-08-12 17:01:34
RV_46644,OR_80872,5,No Title,No Comment,2017-06-03 00:00:00,2017-06-06 01:55:29
RV_46645,OR_51814,5,No Title,No Comment,2017-08-02 00:00:00,2017-08-02 23:27:36
RV_46646,OR_76561,4,No Title,No Comment,2018-03-14 00:00:00,2018-03-17 09:34:19
RV_46647,OR_73465,5,Recomendo,Recebi os produtos no tempo certo e sem nenhuma burocracia!,2018-05-16 00:00:00,2018-05-17 17:43:31
RV_46648,OR_80197,2,ruim,"O Produto é muito diferente da foto, a cor é bem clara, escolhi o escuro para combinar com o resto da sala.",2018-06-26 00:00:00,2018-06-28 11:26:45
RV_46649,OR_33221,1,No Title,No Comment,2018-04-12 00:00:00,2018-04-12 11:27:04
RV_46650,OR_46012,4,No Title,So não vale entregador pedindo unzinho pro guaraná...,2017-10-11 00:00:00,2017-10-11 23:09:39
RV_46651,OR_48518,5,No Title,No Comment,2017-11-08 00:00:00,2017-11-08 14:23:26
RV_46652,OR_96179,5,No Title,"O produto chegou no prazo e foi o que comprei, excelente compra",2018-04-14 00:00:00,2018-04-17 11:59:03
RV_46653,OR_89719,4,No Title,No Comment,2017-05-27 00:00:00,2017-05-30 03:10:29
RV_46654,OR_55760,2,No Title,O frete foi muito caro. Não valeu a pena. Porque eu tive que retirar a mercadoria na agência do correio.,2017-11-30 00:00:00,2017-11-30 10:56:27
RV_46655,OR_29368,5,No Title,No Comment,2018-01-25 00:00:00,2018-01-25 23:06:58
RV_46656,OR_45829,5,No Title,No Comment,2018-04-25 00:00:00,2018-04-25 21:14:20
RV_46657,OR_85397,1,Bom recomendo,"Bom produto, recomendo o vendedor. Mais nada pra comentar do produto e do vendedor também.",2018-08-10 00:00:00,2018-08-11 00:47:30
RV_46658,OR_54441,5,Excelente,"Foi entregue muito bem embalado, o produto é bom. Já está instalado..",2018-05-29 00:00:00,2018-06-01 20:44:36
RV_46659,OR_45592,3,No Title,"Produto veio dentro de todas especificações. Ótima qualidade.
Porém a caixa veio rasgada e reembalada, me obrigando a abrir e testar o produto nos correios da cidade.
",2018-02-10 00:00:00,2018-02-13 18:10:05
RV_46660,OR_47357,5,No Title,Excelente atendimento. ,2017-09-12 00:00:00,2017-09-14 02:57:59
RV_46661,OR_88578,5,No Title,"Produto veio certinho e a entrega foi super rápida, entregaram antes do prazo.",2018-01-27 00:00:00,2018-01-30 17:48:46
RV_46662,OR_78112,5,No Title,Sempre bom comprar nas lojas lannister. Confiança segurança e certeza de receber o produto é o que as lojas lannister nos transmite ,2017-06-03 00:00:00,2017-06-04 22:41:35
RV_46663,OR_2149,5,No Title,No Comment,2017-07-22 00:00:00,2017-07-23 02:15:11
RV_46664,OR_16875,5,No Title,Entrega no prazo e eficiente,2017-09-01 00:00:00,2017-09-02 12:42:54
RV_46665,OR_64046,5,No Title,E muito rápida parabéns ,2017-12-22 00:00:00,2017-12-22 22:33:31
RV_46666,OR_16219,1,No Title,Produto do Paraguai,2017-12-13 00:00:00,2017-12-13 12:55:57
RV_46667,OR_49708,5,No Title,No Comment,2018-08-14 00:00:00,2018-08-15 00:32:09
RV_46668,OR_84392,5,Recomendo,Presta bom serviço.,2018-05-09 00:00:00,2018-05-11 11:19:55
RV_46669,OR_82819,1,STATUS DE ENTREGUE,Porém não recebi e muito menos membros da minha família recebeu o produto. ,2018-05-29 00:00:00,2018-05-29 21:41:58
RV_46670,OR_86357,1,No Title,"Comprei produto da foto e recebi outro bem inferior, me sentindo enganada. Sem respaldo para devoluçao,",2018-01-23 00:00:00,2018-01-24 01:58:15
RV_46671,OR_80435,5,No Title,No Comment,2018-05-04 00:00:00,2018-05-07 14:58:08
RV_46672,OR_20813,5,No Title,No Comment,2018-05-16 00:00:00,2018-05-18 19:42:37
RV_46673,OR_95815,2,No Title,No Comment,2017-12-24 00:00:00,2017-12-24 13:56:09
RV_46674,OR_52067,3,No Title,Um pedido com duas unidades mas duas entregas com uma unidade cada uma e pagamento de duas taxas. O produto ficou caro.,2017-12-19 00:00:00,2017-12-21 14:35:04
RV_46675,OR_58889,5,No Title,"Excelente produto , entrega super rápida . Recomendo o vendedor ",2018-01-30 00:00:00,2018-02-01 07:40:18
RV_46676,OR_34215,5,No Title,No Comment,2017-09-07 00:00:00,2017-09-08 19:56:02
RV_46677,OR_85656,5,Excelente,No Comment,2018-05-08 00:00:00,2018-05-11 17:34:40
RV_46678,OR_90267,5,No Title,No Comment,2017-12-05 00:00:00,2017-12-07 14:20:31
RV_46679,OR_40053,5,No Title,Gostei,2017-11-18 00:00:00,2017-11-19 21:42:26
RV_46680,OR_96398,5,No Title,No Comment,2018-05-22 00:00:00,2018-05-24 22:28:30
RV_46681,OR_36301,3,No Title,No Comment,2018-07-24 00:00:00,2018-07-30 23:51:05
RV_46682,OR_43835,5,No Title,No Comment,2018-08-17 00:00:00,2018-08-20 00:24:16
RV_46683,OR_30643,5,No Title,No Comment,2018-08-01 00:00:00,2018-08-06 11:19:52
RV_46684,OR_75221,4,No Title,No Comment,2017-11-28 00:00:00,2017-11-28 17:11:58
RV_46685,OR_35975,5,super recomendo,"O material chegou antes do prazo, bem embalado e conforme descrito pelo vendedor. Muito bonito e fácil de instalar ",2018-08-16 00:00:00,2018-09-05 11:12:12
RV_46686,OR_38072,1,No Title,"Comprei umas taças , vieram duas quebradas, estou aguardando para resolver o problema .",2018-05-03 00:00:00,2018-05-07 18:11:02
RV_2646,OR_9259,3,No Title,No Comment,2017-12-12 00:00:00,2017-12-12 22:29:26
RV_46687,OR_21515,4,No Title,No Comment,2018-06-13 00:00:00,2018-06-14 12:58:57
RV_46688,OR_49463,3,No Title,Só que o produto veio com um nome o qual não estava ciente.,2018-02-08 00:00:00,2018-02-09 00:56:51
RV_46689,OR_88984,4,No Title,No Comment,2018-08-29 00:00:00,2018-08-30 00:11:18
RV_46690,OR_63866,5,No Title,No Comment,2017-03-22 00:00:00,2017-03-23 11:25:34
RV_46691,OR_14023,4,No Title,No Comment,2017-12-19 00:00:00,2017-12-19 21:44:16
RV_46692,OR_14369,4,No Title,Meu irmão gostou muito do boné ,2017-04-07 00:00:00,2017-04-08 22:59:47
RV_46693,OR_8594,5,No Title,No Comment,2018-01-04 00:00:00,2018-01-25 16:05:09
RV_46694,OR_55536,5,No Title,No Comment,2018-08-31 00:00:00,2018-08-31 15:06:21
RV_46695,OR_65405,5,No Title,No Comment,2018-03-07 00:00:00,2018-03-09 22:43:51
RV_46696,OR_50403,5,No Title,No Comment,2018-08-29 00:00:00,2018-08-29 21:50:28
RV_46697,OR_88381,4,No Title,"A nf chegou informando dos dois jogos, porém chegou apenas um jogo! Faltou o jogo branco! Como proceder?",2018-02-02 00:00:00,2018-02-03 14:19:28
RV_46698,OR_76982,4,No Title,No Comment,2017-03-11 00:00:00,2017-03-11 23:40:40
RV_46699,OR_86606,5,No Title,No Comment,2018-03-29 00:00:00,2018-04-02 14:09:57
RV_46700,OR_56553,5,No Title,Tudo perfeito como pedi.,2017-07-19 00:00:00,2017-07-19 23:52:15
RV_46701,OR_33278,1,Regular,Bom dia. Por favor pode me informar se vcs já me enviaram meu pedido de volta? Estou no aguardo. To precisando dessa mercadoria!,2018-08-30 00:00:00,2018-09-18 12:59:43
RV_46702,OR_33125,5,Excelete,"Compra feita com sucesso!
Estou satisfeita, recebi o produto muito antes do previsto e foi exatamente o que estava no anúncio. Parabéns!
Até a próxima compra. ",2018-07-16 00:00:00,2018-07-16 20:16:29
RV_46703,OR_49993,5,No Title,No Comment,2017-05-17 00:00:00,2017-05-17 22:01:41
RV_46704,OR_47554,5,No Title,No Comment,2018-06-29 00:00:00,2018-07-06 01:46:44
RV_46705,OR_88418,5,No Title,No Comment,2017-03-03 00:00:00,2017-03-06 01:58:34
RV_46706,OR_90047,4,No Title,No Comment,2018-05-19 00:00:00,2018-05-22 14:52:29
RV_46707,OR_63188,5,Ótimo ,10,2018-06-21 00:00:00,2018-06-22 15:53:36
RV_3430,OR_22092,5,No Title,"Tudo certo com a entrega. 
Tudo certo com o produto, super recomendo. 
",2017-09-14 00:00:00,2017-09-15 09:41:57
RV_46708,OR_41585,5,No Title,Recomendo não vão se arrepender ,2018-02-15 00:00:00,2018-02-21 10:43:51
RV_46709,OR_66642,4,No Title,No Comment,2017-11-07 00:00:00,2017-11-07 18:50:55
RV_46710,OR_8161,5,No Title,No Comment,2018-06-26 00:00:00,2018-06-27 01:48:38
RV_46711,OR_74859,5,No Title,No Comment,2018-04-05 00:00:00,2018-04-05 17:08:05
RV_46712,OR_4229,4,No Title,No Comment,2017-09-21 00:00:00,2017-09-23 19:56:03
RV_46713,OR_83117,5,No Title,No Comment,2017-04-18 00:00:00,2017-04-22 13:26:32
RV_46714,OR_63096,3,Nada eficiente.,Olha talvez vcs precisem de um chat pois émuito dificil fazer troca site e também por tel esperei mais de 25 minutos e desisti . nao gostei seus canais de comunicação nao é eficiente. Na compra sem pr,2018-06-30 00:00:00,2018-07-10 14:18:52
RV_46715,OR_17572,5,No Title,No Comment,2017-12-21 00:00:00,2017-12-22 17:57:05
RV_46716,OR_42102,5,No Title,No Comment,2018-05-23 00:00:00,2018-05-24 01:15:39
RV_46717,OR_5137,5,No Title,No Comment,2018-06-14 00:00:00,2018-06-16 17:08:57
RV_46718,OR_51583,4,No Title,No Comment,2018-07-14 00:00:00,2018-07-17 08:25:28
RV_46719,OR_6107,5,No Title,A LOJA É MUITO CONFIÁVEL E ATENCIOSA.,2018-02-21 00:00:00,2018-02-21 11:42:59
RV_46720,OR_56999,3,No Title,No Comment,2017-12-16 00:00:00,2017-12-17 09:36:38
RV_46721,OR_67287,5,No Title,No Comment,2017-09-23 00:00:00,2017-09-23 19:32:20
RV_46722,OR_76494,1,No Title,No Comment,2018-08-11 00:00:00,2018-08-13 08:29:43
RV_46723,OR_96287,5,No Title,No Comment,2018-05-11 00:00:00,2018-05-14 14:09:43
RV_46724,OR_93052,4,No Title,No Comment,2017-08-11 00:00:00,2017-08-13 21:26:50
RV_46725,OR_3501,5,No Title,No Comment,2018-07-06 00:00:00,2018-07-06 20:08:46
RV_46726,OR_68487,1,No Title,"O produto chegou antes do prazo, porém o material é de péssima qualidade, veio com fiapos, linhas soltando, e com defeitos. ",2017-11-02 00:00:00,2017-11-04 11:54:57
RV_46727,OR_4320,5,No Title,No Comment,2018-08-31 00:00:00,2018-10-24 16:27:36
RV_46728,OR_19342,4,No Title,"bom presente para uma criança, com uma certa idade. ",2017-07-21 00:00:00,2017-07-24 13:08:53
RV_46729,OR_64855,3,No Title,Bonitinho.Mas a parte que segura o lustre o suporte poderia melhorar,2017-09-15 00:00:00,2017-09-16 20:45:47
RV_46730,OR_89869,4,No Title,No Comment,2018-04-06 00:00:00,2018-04-06 22:31:51
RV_46731,OR_25144,4,No Title,No Comment,2018-03-01 00:00:00,2018-03-02 03:19:21
RV_46732,OR_199,4,No Title,"Entrega rápida, no prazo. O bebedouro é muito bom.",2017-12-18 00:00:00,2017-12-20 15:00:30
RV_46733,OR_96406,5,No Title,No Comment,2017-06-28 00:00:00,2017-06-28 23:38:06
RV_46734,OR_53179,4,No Title,No Comment,2018-04-19 00:00:00,2018-04-20 01:22:48
RV_46735,OR_52029,4,No Title,No Comment,2018-05-08 00:00:00,2018-05-11 16:40:33
RV_46736,OR_48347,1,Não confie nesta loja,"Venderam um produto que não tinha no estoque. Não estornaram o dinheiro.
A avaliação é zero.",2018-08-05 00:00:00,2018-08-08 16:00:22
RV_46737,OR_55624,5,No Title,Entregue antes do prazo e fiquei satisfeito com o produto,2017-11-23 00:00:00,2017-11-26 08:57:09
RV_46738,OR_17203,5,No Title,No Comment,2018-05-04 00:00:00,2018-05-07 12:48:44
RV_46739,OR_52221,2,No Title,No Comment,2018-01-31 00:00:00,2018-02-02 09:59:03
RV_46740,OR_76721,5,No Title,No Comment,2018-03-24 00:00:00,2018-03-25 06:30:50
RV_46741,OR_81206,4,No Title,No Comment,2017-12-21 00:00:00,2017-12-21 19:55:32
RV_46742,OR_26573,3,No Title,O manual veio todo em.ingles outra coisa.alguem mexeu na mercadoria no trafego talvez para testa lo ,2017-12-27 00:00:00,2017-12-28 03:13:17
RV_46743,OR_12837,4,No Title,No Comment,2018-01-10 00:00:00,2018-01-12 09:26:19
RV_46744,OR_39486,4,No Title,No Comment,2018-06-08 00:00:00,2018-06-11 00:53:45
RV_46745,OR_89764,4,No Title,Bem embalados e até antes do prazo ,2017-07-20 00:00:00,2017-07-20 19:55:51
RV_46746,OR_33659,5,No Title,Boa,2017-04-14 00:00:00,2017-04-15 14:20:31
RV_46747,OR_41076,3,No Title,No Comment,2018-06-12 00:00:00,2018-06-16 01:16:07
RV_46748,OR_25596,1,Entrega incompleta,"Fui buscar o pedido nos correios mas só constavam 2 itens , faltou um a ser entregue",2018-05-19 00:00:00,2018-05-22 14:43:56
RV_46749,OR_90745,5,No Title,No Comment,2017-12-17 00:00:00,2017-12-19 18:21:11
RV_46750,OR_51662,5,No Title,No Comment,2018-03-08 00:00:00,2018-03-11 17:43:29
RV_46751,OR_1422,5,No Title,ótimo,2018-06-19 00:00:00,2018-06-20 10:21:41
RV_46752,OR_89170,5,No Title,No Comment,2017-10-24 00:00:00,2017-10-25 00:31:55
RV_46753,OR_33391,4,No Title,No Comment,2018-05-08 00:00:00,2018-05-10 18:52:54
RV_46754,OR_86418,5,Ótimo,No Comment,2018-07-11 00:00:00,2018-07-13 17:18:18
RV_46755,OR_75736,2,No Title,Sempre recebi no prazo mais ainda não recebi ,2017-12-29 00:00:00,2017-12-31 11:58:07
RV_46756,OR_70325,4,No Title,No Comment,2017-12-01 00:00:00,2017-12-01 21:19:09
RV_46757,OR_32013,4,No Title,No Comment,2018-03-20 00:00:00,2018-03-20 21:21:05
RV_46758,OR_51348,4,No Title,No Comment,2018-07-06 00:00:00,2018-07-08 21:00:48
RV_46759,OR_58896,5,No Title,"O pedido (como sempre acontece quando compro no stark) chegou antes do prazo final, produto bem embalado.
Gostei muito ",2016-10-20 00:00:00,2016-10-20 17:23:54
RV_46760,OR_53342,5,No Title,"O produto superou minhas expectativas, chegando antes do prazo.",2017-12-01 00:00:00,2017-12-04 13:33:11
RV_46761,OR_19697,5,No Title,No Comment,2017-08-29 00:00:00,2017-08-31 17:11:40
RV_46762,OR_80750,4,No Title,No Comment,2018-07-27 00:00:00,2018-07-30 13:10:26
RV_46763,OR_91733,5,No Title,frete absurdamente caro!!!,2018-08-18 00:00:00,2018-08-21 14:11:12
RV_46764,OR_53441,5,No Title,Fantástico. Muito rápido. Previsão de chegar em 08/02. Chegou em 29/01,2018-01-30 00:00:00,2018-01-30 17:11:20
RV_46765,OR_15491,5,No Title,No Comment,2018-03-30 00:00:00,2018-03-31 16:50:01
RV_46766,OR_74856,4,No Title,No Comment,2018-02-03 00:00:00,2018-02-04 23:33:07
RV_46767,OR_50331,5,No Title,AMEI O PREDUTO! ,2018-02-02 00:00:00,2018-02-03 00:10:20
RV_46768,OR_16386,5,No Title,No Comment,2017-12-20 00:00:00,2017-12-26 15:26:56
RV_46769,OR_48773,5,No Title,No Comment,2018-06-06 00:00:00,2018-06-07 00:18:53
RV_46770,OR_23740,4,No Title,No Comment,2018-03-08 00:00:00,2018-03-09 12:43:52
RV_46771,OR_71757,5,No Title,No Comment,2018-01-19 00:00:00,2018-01-20 02:03:39
RV_46772,OR_21408,4,No Title,No Comment,2018-02-06 00:00:00,2018-02-06 14:11:12
RV_46773,OR_93457,1,No Title,No Comment,2018-04-04 00:00:00,2018-04-07 11:12:31
RV_46774,OR_98513,5,No Title,No Comment,2018-03-09 00:00:00,2018-03-09 23:17:35
RV_46775,OR_5806,5,No Title,No Comment,2017-04-19 00:00:00,2017-04-23 12:30:32
RV_46776,OR_50233,4,No Title,No Comment,2018-08-16 00:00:00,2018-08-20 12:43:47
RV_46777,OR_29048,5,No Title,No Comment,2018-03-15 00:00:00,2018-03-18 12:54:13
RV_46778,OR_67214,5,No Title,No Comment,2017-12-21 00:00:00,2018-01-09 18:54:44
RV_46779,OR_66683,5,No Title,Ótimo excelente,2017-12-19 00:00:00,2017-12-20 19:52:53
RV_46780,OR_10041,5,No Title,No Comment,2018-05-04 00:00:00,2018-05-05 18:27:01
RV_46781,OR_15670,4,No Title,"Ainda nao usei. Ativarei o produto somente apos 02.01.18 e, por essa razão, ainda nao posso dar a resposta final.",2017-12-15 00:00:00,2017-12-15 22:50:45
RV_46782,OR_61188,5,No Title,No Comment,2017-10-04 00:00:00,2017-10-07 11:56:32
RV_46783,OR_78526,2,No Title,No Comment,2018-05-18 00:00:00,2018-05-20 14:29:43
RV_46784,OR_77600,5,No Title,O produto é muito mais bonito que na foto,2017-09-14 00:00:00,2017-09-18 16:53:17
RV_46785,OR_2504,5,No Title,No Comment,2017-06-17 00:00:00,2017-06-20 13:34:54
RV_46786,OR_77043,5,No Title,No Comment,2017-05-14 00:00:00,2017-05-16 19:35:00
RV_46787,OR_8918,2,No Title,produto chegou no prazo porem veio quebrado,2017-08-05 00:00:00,2017-08-07 12:26:40
RV_46788,OR_65756,4,No Title,No Comment,2018-02-24 00:00:00,2018-02-24 22:38:16
RV_46789,OR_5703,5,No Title,Amei como sempre vem tudo embalado.. Não. Amostra como. Outros loja... Super feliz no início até o. Recebendo. Do. Produto nota 10000👍,2018-03-20 00:00:00,2018-03-22 21:35:52
RV_46790,OR_41891,4,No Title,No Comment,2018-01-25 00:00:00,2018-01-29 11:20:48
RV_46791,OR_44766,5,No Title,Produto atendeu minha expectativa é chegou bem rápido.,2018-02-28 00:00:00,2018-03-03 10:46:02
RV_46792,OR_45420,5,No Title,muito boa,2018-04-22 00:00:00,2018-04-24 13:59:15
RV_46793,OR_90458,3,No Title,"demorou muito a chegar, mas não sei se a culpa foi do vendedor...",2018-01-10 00:00:00,2018-01-11 12:48:39
RV_46794,OR_82669,5,No Title,Produto de qualidade.,2017-08-24 00:00:00,2017-08-25 15:03:00
RV_46795,OR_21380,5,Cesto ,Adorei ,2018-05-13 00:00:00,2018-05-13 20:00:48
RV_46796,OR_88680,2,No Title,As embalagens dos produtos uma vergonha...As lannister devem largar de mão o parceiro com urgência. Parece ser empresa fundo de quintal.,2018-03-27 00:00:00,2018-03-27 23:04:40
RV_46797,OR_12858,1,No Title,"Preciso de números telefones de contato com o atendimento baratheon ou do vendedor.
URGENTE",2017-06-18 00:00:00,2017-06-19 13:52:45
RV_46798,OR_51310,2,No Title,"Um dos produtos não foi entregue, estou no aguardo",2018-01-31 00:00:00,2018-02-01 17:59:21
RV_46799,OR_55294,4,No Title,No Comment,2018-06-30 00:00:00,2018-06-30 18:28:41
RV_46800,OR_29314,5,No Title,No Comment,2018-03-06 00:00:00,2018-03-06 22:08:09
RV_46801,OR_44574,5,No Title,No Comment,2018-06-23 00:00:00,2018-06-23 23:51:36
RV_46802,OR_73567,4,No Title,"O produto demorou um pouco a ser entregue, mas por culpa dos correios. A empresa enviou rápido e respondeu minha mensagem rapidamente. O produto veio certinho, lacrado. Recomendo a compra.",2017-08-22 00:00:00,2017-08-23 03:49:10
RV_46803,OR_92103,4,No Title,"Gostei muito do produto,serviu certo na minha cama e ficou super bonita",2018-01-25 00:00:00,2018-01-25 23:35:41
RV_46804,OR_60285,5,No Title,I,2018-05-31 00:00:00,2018-06-01 11:56:04
RV_46805,OR_25498,5,No Title,No Comment,2017-08-18 00:00:00,2017-08-18 23:31:29
RV_46806,OR_37462,3,No Title,No Comment,2018-04-18 00:00:00,2018-04-19 10:32:30
RV_46807,OR_75048,5,No Title,No Comment,2017-06-02 00:00:00,2017-06-04 20:28:42
RV_46808,OR_80228,4,No Title,No Comment,2018-04-28 00:00:00,2018-05-01 20:41:51
RV_46809,OR_95603,5,No Title,mto bom,2018-02-23 00:00:00,2018-02-23 19:22:09
RV_46810,OR_53551,4,No Title,"Cartucho colorido não foi entregue devido, segundo eles, erro de estoque. ",2018-06-14 00:00:00,2018-06-15 12:42:10
RV_46811,OR_73749,5,No Title,No Comment,2018-08-08 00:00:00,2018-08-09 08:56:59
RV_46812,OR_79123,5,No Title,No Comment,2018-04-24 00:00:00,2018-04-24 21:41:06
RV_46813,OR_39602,4,No Title,No Comment,2018-03-14 00:00:00,2018-03-14 11:04:45
RV_46814,OR_81664,5,Muito bom,No Comment,2018-06-09 00:00:00,2018-06-10 01:16:01
RV_46815,OR_29374,5,No Title,"Chegou antes do prazo, tudo certinho. Gostei.",2017-03-12 00:00:00,2017-03-13 23:57:06
RV_46816,OR_47161,1,No Title,No Comment,2017-12-28 00:00:00,2017-12-28 10:53:58
RV_46817,OR_35288,4,No Title,No Comment,2018-06-19 00:00:00,2018-06-19 18:39:15
RV_46818,OR_17130,4,No Title,"Recebi o chaveiro na cor bronze, apesar de ter pedido o da cor preta, nas imagens do site, a cor era bem diferente de bronze, era cor escura. Não entendi! A loja tem que ter mais cuidado! ",2018-03-30 00:00:00,2018-04-02 19:24:55
RV_46819,OR_21130,4,No Title,No Comment,2017-12-23 00:00:00,2017-12-23 19:48:49
