product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_category_name_english_encoded
PRO_12607,cama_mesa_banho,59.0,184.0,2.0,600.0,70.0,10.0,50.0,bed_bath_table,7
PRO_12608,automotivo,58.0,1102.0,2.0,1800.0,34.0,40.0,19.0,auto,5
PRO_12609,automotivo,57.0,986.0,2.0,250.0,26.0,10.0,35.0,auto,5
PRO_12610,esporte_lazer,33.0,1322.0,2.0,700.0,26.0,16.0,21.0,sports_leisure,65
PRO_12611,relogios_presentes,55.0,285.0,3.0,300.0,16.0,8.0,11.0,watches_gifts,71
PRO_12612,esporte_lazer,48.0,727.0,2.0,1350.0,40.0,20.0,30.0,sports_leisure,65
PRO_12613,alimentos,40.0,911.0,1.0,450.0,16.0,14.0,14.0,food,36
PRO_12614,unknown,51.0,595.0,1.0,200.0,16.0,5.0,12.0,unknown,70
PRO_12615,beleza_saude,45.0,1276.0,1.0,83.0,13.0,8.0,12.0,health_beauty,43
PRO_12616,informatica_acessorios,57.0,246.0,1.0,250.0,50.0,5.0,20.0,computers_accessories,15
PRO_12617,utilidades_domesticas,54.0,224.0,1.0,2500.0,40.0,25.0,30.0,housewares,49
PRO_12618,cama_mesa_banho,41.0,312.0,1.0,18550.0,54.0,35.0,45.0,bed_bath_table,7
PRO_12619,utilidades_domesticas,45.0,486.0,1.0,350.0,20.0,9.0,17.0,housewares,49
PRO_12620,automotivo,36.0,725.0,1.0,1900.0,17.0,27.0,17.0,auto,5
PRO_12621,telefonia,59.0,477.0,6.0,300.0,17.0,8.0,14.0,telephony,68
PRO_12622,informatica_acessorios,60.0,261.0,1.0,1823.0,37.0,22.0,19.0,computers_accessories,15
PRO_12623,brinquedos,20.0,421.0,1.0,600.0,23.0,25.0,11.0,toys,69
PRO_12624,eletrodomesticos_2,45.0,1011.0,6.0,8000.0,65.0,23.0,35.0,home_appliances_2,45
PRO_12625,esporte_lazer,55.0,292.0,2.0,1750.0,60.0,15.0,15.0,sports_leisure,65
PRO_12626,beleza_saude,22.0,363.0,2.0,633.0,26.0,9.0,22.0,health_beauty,43
PRO_12627,beleza_saude,32.0,899.0,1.0,650.0,45.0,16.0,16.0,health_beauty,43
PRO_12628,cama_mesa_banho,35.0,132.0,1.0,800.0,40.0,4.0,30.0,bed_bath_table,7
PRO_12629,moveis_decoracao,52.0,485.0,2.0,500.0,35.0,8.0,35.0,furniture_decor,39
PRO_12630,cama_mesa_banho,46.0,279.0,1.0,1813.0,67.0,12.0,47.0,bed_bath_table,7
PRO_12631,ferramentas_jardim,54.0,385.0,1.0,1625.0,21.0,17.0,29.0,garden_tools,42
PRO_12632,utilidades_domesticas,41.0,976.0,1.0,620.0,26.0,24.0,28.0,housewares,49
PRO_12633,cama_mesa_banho,59.0,291.0,3.0,1450.0,37.0,23.0,35.0,bed_bath_table,7
PRO_12634,malas_acessorios,29.0,1011.0,5.0,1383.0,40.0,23.0,37.0,luggage_accessories,53
PRO_12635,brinquedos,50.0,161.0,1.0,1350.0,27.0,25.0,27.0,toys,69
PRO_12636,beleza_saude,56.0,489.0,1.0,6400.0,24.0,15.0,17.0,health_beauty,43
PRO_12637,pet_shop,56.0,837.0,1.0,1000.0,60.0,11.0,50.0,pet_shop,60
PRO_12638,automotivo,52.0,666.0,2.0,17400.0,65.0,25.0,25.0,auto,5
PRO_12639,cama_mesa_banho,52.0,183.0,2.0,550.0,70.0,10.0,40.0,bed_bath_table,7
PRO_12640,cool_stuff,43.0,853.0,2.0,1200.0,20.0,30.0,25.0,cool_stuff,20
PRO_12641,artes,54.0,902.0,2.0,1150.0,16.0,6.0,11.0,art,2
PRO_12642,esporte_lazer,58.0,482.0,1.0,975.0,35.0,19.0,16.0,sports_leisure,65
PRO_12643,audio,63.0,1639.0,4.0,200.0,16.0,16.0,16.0,audio,4
PRO_12644,informatica_acessorios,43.0,280.0,3.0,200.0,20.0,20.0,20.0,computers_accessories,15
PRO_12645,esporte_lazer,45.0,1566.0,4.0,100.0,80.0,9.0,23.0,sports_leisure,65
PRO_12646,utilidades_domesticas,53.0,734.0,12.0,11450.0,35.0,55.0,35.0,housewares,49
PRO_12647,telefonia,58.0,467.0,2.0,150.0,17.0,8.0,14.0,telephony,68
PRO_12648,moveis_cozinha_area_de_servico_jantar_e_jardim,47.0,729.0,4.0,14650.0,51.0,44.0,45.0,kitchen_dining_laundry_garden_furniture,51
PRO_12649,perfumaria,51.0,504.0,2.0,317.0,19.0,15.0,17.0,perfumery,59
PRO_12650,casa_construcao,60.0,899.0,4.0,400.0,29.0,35.0,23.0,home_construction,48
PRO_12651,informatica_acessorios,54.0,3675.0,4.0,350.0,17.0,7.0,13.0,computers_accessories,15
PRO_12652,moveis_decoracao,41.0,94.0,5.0,200.0,16.0,5.0,20.0,furniture_decor,39
PRO_12653,eletronicos,55.0,350.0,1.0,75.0,23.0,2.0,15.0,electronics,26
PRO_12654,brinquedos,49.0,494.0,2.0,237.0,26.0,29.0,19.0,toys,69
PRO_12655,telefonia,57.0,734.0,6.0,300.0,17.0,4.0,12.0,telephony,68
PRO_12656,esporte_lazer,58.0,671.0,1.0,26100.0,33.0,10.0,11.0,sports_leisure,65
PRO_12657,utilidades_domesticas,40.0,564.0,3.0,30000.0,90.0,30.0,80.0,housewares,49
PRO_12658,construcao_ferramentas_seguranca,53.0,2156.0,2.0,200.0,17.0,4.0,13.0,construction_tools_safety,19
PRO_12659,moveis_decoracao,60.0,585.0,1.0,500.0,24.0,2.0,24.0,furniture_decor,39
PRO_12660,telefonia,57.0,592.0,1.0,200.0,19.0,4.0,11.0,telephony,68
PRO_12661,automotivo,59.0,422.0,3.0,800.0,36.0,16.0,16.0,auto,5
PRO_12662,casa_construcao,58.0,1047.0,2.0,150.0,100.0,6.0,14.0,home_construction,48
PRO_12663,informatica_acessorios,59.0,1251.0,1.0,200.0,21.0,5.0,15.0,computers_accessories,15
PRO_12664,relogios_presentes,60.0,167.0,2.0,300.0,16.0,2.0,11.0,watches_gifts,71
PRO_12665,moveis_decoracao,63.0,1285.0,11.0,10300.0,70.0,25.0,55.0,furniture_decor,39
PRO_12666,artes,55.0,2021.0,7.0,700.0,19.0,5.0,20.0,art,2
PRO_12667,telefonia,49.0,351.0,1.0,200.0,19.0,4.0,11.0,telephony,68
PRO_12668,beleza_saude,57.0,1277.0,1.0,1200.0,16.0,30.0,16.0,health_beauty,43
PRO_12669,beleza_saude,46.0,1305.0,1.0,1400.0,27.0,10.0,17.0,health_beauty,43
PRO_12670,papelaria,54.0,181.0,3.0,800.0,25.0,55.0,35.0,stationery,66
PRO_12671,automotivo,47.0,112.0,1.0,700.0,26.0,8.0,14.0,auto,5
PRO_12672,casa_construcao,26.0,1069.0,1.0,450.0,16.0,11.0,14.0,home_construction,48
PRO_12673,beleza_saude,58.0,184.0,1.0,1100.0,20.0,12.0,13.0,health_beauty,43
PRO_12674,esporte_lazer,57.0,2214.0,1.0,2150.0,16.0,5.0,16.0,sports_leisure,65
PRO_12675,cama_mesa_banho,58.0,663.0,1.0,2000.0,29.0,8.0,38.0,bed_bath_table,7
PRO_12676,artes,49.0,888.0,1.0,300.0,16.0,5.0,11.0,art,2
PRO_12677,bebes,52.0,1547.0,1.0,1100.0,20.0,16.0,20.0,baby,6
PRO_12678,utilidades_domesticas,53.0,205.0,1.0,350.0,25.0,18.0,18.0,housewares,49
PRO_12679,automotivo,59.0,352.0,2.0,3200.0,46.0,10.0,11.0,auto,5
PRO_12680,unknown,51.0,595.0,1.0,1100.0,17.0,18.0,19.0,unknown,70
PRO_12681,eletroportateis,56.0,113.0,1.0,200.0,16.0,35.0,25.0,small_appliances,63
PRO_12682,brinquedos,46.0,303.0,1.0,1450.0,28.0,25.0,29.0,toys,69
PRO_12683,moveis_escritorio,41.0,1277.0,1.0,11275.0,75.0,66.0,27.0,office_furniture,57
PRO_12684,portateis_casa_forno_e_cafe,58.0,1257.0,1.0,450.0,16.0,20.0,16.0,small_appliances_home_oven_and_coffee,64
PRO_12685,automotivo,48.0,670.0,5.0,23350.0,64.0,64.0,51.0,auto,5
PRO_12686,artigos_de_natal,56.0,688.0,8.0,600.0,30.0,11.0,20.0,christmas_supplies,12
PRO_12687,automotivo,58.0,850.0,1.0,9400.0,40.0,30.0,40.0,auto,5
PRO_12688,esporte_lazer,42.0,190.0,1.0,1092.0,30.0,26.0,22.0,sports_leisure,65
PRO_12689,cama_mesa_banho,60.0,216.0,1.0,850.0,36.0,14.0,26.0,bed_bath_table,7
PRO_12690,cama_mesa_banho,54.0,1036.0,1.0,2450.0,43.0,12.0,34.0,bed_bath_table,7
PRO_12691,moveis_decoracao,46.0,1246.0,1.0,1200.0,54.0,8.0,11.0,furniture_decor,39
PRO_12692,esporte_lazer,55.0,468.0,1.0,4100.0,17.0,105.0,12.0,sports_leisure,65
PRO_12693,cama_mesa_banho,53.0,401.0,1.0,700.0,16.0,10.0,16.0,bed_bath_table,7
PRO_12694,automotivo,54.0,1189.0,4.0,5600.0,20.0,12.0,20.0,auto,5
PRO_12695,cama_mesa_banho,50.0,272.0,1.0,500.0,25.0,10.0,20.0,bed_bath_table,7
PRO_12696,casa_construcao,52.0,746.0,1.0,333.0,17.0,13.0,14.0,home_construction,48
PRO_12697,fashion_bolsas_e_acessorios,31.0,829.0,1.0,100.0,16.0,5.0,16.0,fashion_bags_accessories,28
PRO_12698,cama_mesa_banho,60.0,207.0,1.0,750.0,50.0,11.0,40.0,bed_bath_table,7
PRO_12699,utilidades_domesticas,33.0,715.0,3.0,450.0,21.0,12.0,12.0,housewares,49
PRO_12700,utilidades_domesticas,57.0,1081.0,1.0,5000.0,40.0,40.0,40.0,housewares,49
PRO_12701,informatica_acessorios,38.0,791.0,3.0,1000.0,20.0,30.0,20.0,computers_accessories,15
PRO_12702,beleza_saude,49.0,225.0,1.0,500.0,18.0,6.0,11.0,health_beauty,43
PRO_12703,eletroportateis,55.0,837.0,1.0,150.0,21.0,9.0,14.0,small_appliances,63
PRO_12704,relogios_presentes,53.0,582.0,2.0,100.0,20.0,7.0,15.0,watches_gifts,71
PRO_12705,esporte_lazer,59.0,475.0,1.0,500.0,46.0,8.0,44.0,sports_leisure,65
PRO_12706,papelaria,50.0,72.0,1.0,1000.0,45.0,16.0,30.0,stationery,66
PRO_12707,papelaria,43.0,131.0,2.0,200.0,22.0,9.0,15.0,stationery,66
PRO_12708,telefonia,58.0,550.0,2.0,200.0,24.0,6.0,13.0,telephony,68
PRO_12709,moveis_decoracao,59.0,196.0,7.0,2100.0,36.0,11.0,26.0,furniture_decor,39
PRO_12710,papelaria,47.0,231.0,1.0,900.0,46.0,10.0,33.0,stationery,66
PRO_12711,cama_mesa_banho,60.0,640.0,1.0,1100.0,16.0,10.0,16.0,bed_bath_table,7
PRO_12712,perfumaria,44.0,99.0,1.0,600.0,20.0,20.0,20.0,perfumery,59
PRO_12713,relogios_presentes,59.0,112.0,2.0,150.0,16.0,2.0,11.0,watches_gifts,71
PRO_12714,cama_mesa_banho,59.0,323.0,2.0,14550.0,50.0,14.0,70.0,bed_bath_table,7
PRO_12715,cama_mesa_banho,35.0,307.0,1.0,1950.0,58.0,15.0,46.0,bed_bath_table,7
PRO_12716,moveis_decoracao,26.0,190.0,1.0,3300.0,23.0,16.0,23.0,furniture_decor,39
PRO_12717,automotivo,56.0,1595.0,1.0,8000.0,40.0,25.0,30.0,auto,5
PRO_12718,portateis_casa_forno_e_cafe,43.0,373.0,1.0,400.0,60.0,20.0,20.0,small_appliances_home_oven_and_coffee,64
PRO_12719,cool_stuff,41.0,349.0,3.0,500.0,16.0,11.0,11.0,cool_stuff,20
PRO_12720,brinquedos,48.0,332.0,3.0,1950.0,35.0,10.0,22.0,toys,69
PRO_12721,telefonia_fixa,45.0,437.0,1.0,476.0,21.0,15.0,17.0,fixed_telephony,34
PRO_12722,cama_mesa_banho,55.0,117.0,2.0,800.0,60.0,8.0,60.0,bed_bath_table,7
PRO_12723,beleza_saude,52.0,2238.0,6.0,433.0,29.0,8.0,25.0,health_beauty,43
PRO_12724,beleza_saude,18.0,824.0,2.0,440.0,18.0,16.0,16.0,health_beauty,43
PRO_12725,cama_mesa_banho,54.0,297.0,1.0,200.0,16.0,40.0,30.0,bed_bath_table,7
PRO_12726,ferramentas_jardim,59.0,220.0,2.0,9150.0,39.0,39.0,36.0,garden_tools,42
PRO_12727,pet_shop,56.0,720.0,1.0,1700.0,50.0,30.0,33.0,pet_shop,60
PRO_12728,informatica_acessorios,26.0,581.0,1.0,200.0,16.0,4.0,11.0,computers_accessories,15
PRO_12729,fashion_roupa_masculina,27.0,575.0,2.0,850.0,45.0,10.0,35.0,fashion_male_clothing,30
PRO_12730,fashion_calcados,54.0,480.0,2.0,600.0,30.0,10.0,15.0,fashion_shoes,31
PRO_12731,utilidades_domesticas,54.0,208.0,2.0,4700.0,35.0,16.0,25.0,housewares,49
PRO_12732,moveis_decoracao,30.0,374.0,3.0,350.0,22.0,3.0,19.0,furniture_decor,39
PRO_12733,brinquedos,53.0,1593.0,10.0,1300.0,20.0,16.0,20.0,toys,69
PRO_12734,cama_mesa_banho,56.0,461.0,2.0,750.0,70.0,10.0,20.0,bed_bath_table,7
PRO_12735,moveis_decoracao,59.0,2010.0,2.0,1500.0,69.0,11.0,11.0,furniture_decor,39
PRO_12736,livros_importados,45.0,1211.0,1.0,500.0,33.0,6.0,22.0,books_imported,9
PRO_12737,informatica_acessorios,46.0,285.0,1.0,100.0,16.0,5.0,16.0,computers_accessories,15
PRO_12738,industria_comercio_e_negocios,49.0,219.0,2.0,400.0,23.0,5.0,17.0,industry_commerce_and_business,50
PRO_12739,relogios_presentes,52.0,333.0,1.0,349.0,19.0,14.0,14.0,watches_gifts,71
PRO_12740,esporte_lazer,56.0,2072.0,6.0,1100.0,80.0,8.0,15.0,sports_leisure,65
PRO_12741,esporte_lazer,47.0,452.0,3.0,16700.0,55.0,70.0,15.0,sports_leisure,65
PRO_12742,moveis_decoracao,44.0,533.0,2.0,1000.0,69.0,11.0,11.0,furniture_decor,39
PRO_12743,bebes,34.0,377.0,1.0,175.0,17.0,10.0,13.0,baby,6
PRO_12744,papelaria,54.0,1763.0,1.0,400.0,30.0,16.0,20.0,stationery,66
PRO_12745,beleza_saude,41.0,479.0,4.0,50.0,25.0,15.0,15.0,health_beauty,43
PRO_12746,cama_mesa_banho,46.0,491.0,2.0,700.0,50.0,16.0,16.0,bed_bath_table,7
PRO_12747,agro_industria_e_comercio,60.0,1843.0,3.0,550.0,16.0,16.0,16.0,agro_industry_and_commerce,0
PRO_12748,bebes,58.0,801.0,1.0,2150.0,31.0,43.0,21.0,baby,6
PRO_12749,cama_mesa_banho,51.0,684.0,1.0,1550.0,40.0,15.0,32.0,bed_bath_table,7
PRO_12750,telefonia,48.0,598.0,3.0,500.0,16.0,5.0,11.0,telephony,68
PRO_12751,papelaria,58.0,205.0,2.0,6000.0,60.0,20.0,29.0,stationery,66
PRO_12752,moveis_decoracao,34.0,1918.0,3.0,8100.0,80.0,4.0,55.0,furniture_decor,39
PRO_12753,livros_tecnicos,26.0,1016.0,1.0,200.0,21.0,2.0,14.0,books_technical,10
PRO_12754,cama_mesa_banho,42.0,599.0,9.0,1400.0,16.0,15.0,15.0,bed_bath_table,7
PRO_12755,beleza_saude,57.0,2204.0,1.0,783.0,16.0,21.0,13.0,health_beauty,43
PRO_12756,construcao_ferramentas_jardim,52.0,1160.0,1.0,550.0,16.0,16.0,16.0,costruction_tools_garden,21
PRO_12757,pet_shop,52.0,1026.0,1.0,3300.0,72.0,12.0,55.0,pet_shop,60
PRO_12758,beleza_saude,41.0,1568.0,1.0,725.0,23.0,10.0,15.0,health_beauty,43
PRO_12759,unknown,51.0,595.0,1.0,1300.0,17.0,19.0,20.0,unknown,70
PRO_12760,cool_stuff,48.0,1482.0,3.0,2650.0,30.0,40.0,28.0,cool_stuff,20
PRO_12761,perfumaria,54.0,942.0,1.0,50.0,16.0,5.0,11.0,perfumery,59
PRO_12762,papelaria,59.0,219.0,5.0,2200.0,25.0,25.0,25.0,stationery,66
PRO_12763,malas_acessorios,55.0,956.0,1.0,1900.0,48.0,10.0,33.0,luggage_accessories,53
PRO_12764,alimentos_bebidas,57.0,2298.0,1.0,500.0,20.0,20.0,20.0,food_drink,37
PRO_12765,alimentos_bebidas,50.0,568.0,1.0,400.0,33.0,21.0,27.0,food_drink,37
PRO_12766,utilidades_domesticas,55.0,322.0,1.0,1550.0,30.0,6.0,30.0,housewares,49
PRO_12767,livros_importados,42.0,157.0,1.0,250.0,33.0,2.0,23.0,books_imported,9
PRO_12768,consoles_games,56.0,377.0,1.0,200.0,25.0,5.0,15.0,consoles_games,16
PRO_12769,cool_stuff,52.0,330.0,1.0,1650.0,33.0,44.0,19.0,cool_stuff,20
PRO_12770,relogios_presentes,41.0,558.0,2.0,700.0,15.0,10.0,13.0,watches_gifts,71
PRO_12771,fashion_bolsas_e_acessorios,49.0,26.0,1.0,250.0,16.0,2.0,11.0,fashion_bags_accessories,28
PRO_12772,cama_mesa_banho,52.0,321.0,1.0,1525.0,33.0,10.0,21.0,bed_bath_table,7
PRO_12773,fashion_bolsas_e_acessorios,55.0,753.0,4.0,200.0,17.0,9.0,17.0,fashion_bags_accessories,28
PRO_12774,papelaria,56.0,278.0,3.0,2400.0,31.0,7.0,22.0,stationery,66
PRO_12775,brinquedos,44.0,227.0,1.0,650.0,45.0,15.0,35.0,toys,69
PRO_12776,automotivo,58.0,525.0,6.0,100.0,24.0,2.0,17.0,auto,5
PRO_12777,informatica_acessorios,29.0,692.0,1.0,300.0,16.0,2.0,11.0,computers_accessories,15
PRO_12778,cool_stuff,32.0,563.0,1.0,9500.0,31.0,80.0,54.0,cool_stuff,20
PRO_12779,cool_stuff,24.0,243.0,5.0,250.0,24.0,15.0,16.0,cool_stuff,20
PRO_12780,beleza_saude,48.0,1248.0,3.0,1150.0,20.0,10.0,20.0,health_beauty,43
PRO_12781,bebidas,57.0,858.0,3.0,100.0,23.0,16.0,16.0,drinks,24
PRO_12782,esporte_lazer,54.0,270.0,1.0,250.0,28.0,28.0,28.0,sports_leisure,65
PRO_12783,livros_interesse_geral,45.0,646.0,1.0,400.0,26.0,6.0,36.0,books_general_interest,8
PRO_12784,construcao_ferramentas_construcao,60.0,205.0,2.0,200.0,16.0,11.0,11.0,construction_tools_construction,17
PRO_12785,casa_conforto,59.0,323.0,1.0,2200.0,45.0,15.0,35.0,home_confort,47
PRO_12786,informatica_acessorios,41.0,713.0,1.0,150.0,39.0,9.0,11.0,computers_accessories,15
PRO_12787,eletroportateis,39.0,535.0,2.0,14800.0,60.0,40.0,40.0,small_appliances,63
PRO_12788,utilidades_domesticas,60.0,836.0,2.0,1197.0,24.0,36.0,29.0,housewares,49
PRO_12789,telefonia_fixa,42.0,224.0,4.0,140.0,16.0,10.0,14.0,fixed_telephony,34
PRO_12790,construcao_ferramentas_construcao,59.0,946.0,3.0,500.0,31.0,4.0,16.0,construction_tools_construction,17
PRO_12791,informatica_acessorios,60.0,171.0,1.0,300.0,50.0,5.0,20.0,computers_accessories,15
PRO_12792,utilidades_domesticas,58.0,1216.0,5.0,1450.0,20.0,66.0,20.0,housewares,49
PRO_12793,relogios_presentes,44.0,349.0,1.0,500.0,20.0,14.0,18.0,watches_gifts,71
PRO_12794,brinquedos,40.0,523.0,4.0,6350.0,55.0,33.0,30.0,toys,69
PRO_12795,utilidades_domesticas,45.0,178.0,5.0,875.0,21.0,14.0,13.0,housewares,49
PRO_12796,automotivo,58.0,500.0,1.0,550.0,30.0,20.0,20.0,auto,5
PRO_12797,moveis_decoracao,54.0,553.0,1.0,900.0,35.0,9.0,25.0,furniture_decor,39
PRO_12798,consoles_games,50.0,816.0,1.0,350.0,21.0,11.0,13.0,consoles_games,16
PRO_12799,cool_stuff,54.0,874.0,1.0,1000.0,42.0,25.0,15.0,cool_stuff,20
PRO_12800,fashion_bolsas_e_acessorios,47.0,395.0,4.0,300.0,16.0,9.0,11.0,fashion_bags_accessories,28
PRO_12801,brinquedos,15.0,467.0,1.0,460.0,21.0,13.0,16.0,toys,69
PRO_12802,cama_mesa_banho,51.0,875.0,4.0,850.0,35.0,10.0,25.0,bed_bath_table,7
PRO_12803,utilidades_domesticas,59.0,649.0,1.0,25250.0,68.0,66.0,66.0,housewares,49
PRO_12804,automotivo,58.0,264.0,1.0,20000.0,28.0,5.0,30.0,auto,5
PRO_12805,pet_shop,49.0,1212.0,1.0,1125.0,25.0,15.0,18.0,pet_shop,60
PRO_12806,esporte_lazer,60.0,437.0,3.0,1093.0,20.0,14.0,18.0,sports_leisure,65
PRO_12807,ferramentas_jardim,58.0,955.0,2.0,1450.0,30.0,23.0,20.0,garden_tools,42
PRO_12808,construcao_ferramentas_construcao,43.0,1009.0,4.0,350.0,16.0,61.0,16.0,construction_tools_construction,17
PRO_12809,cama_mesa_banho,39.0,463.0,1.0,1550.0,47.0,12.0,37.0,bed_bath_table,7
PRO_12810,moveis_decoracao,41.0,789.0,1.0,750.0,20.0,35.0,20.0,furniture_decor,39
PRO_12811,esporte_lazer,44.0,254.0,1.0,400.0,22.0,15.0,22.0,sports_leisure,65
PRO_12812,esporte_lazer,46.0,1360.0,1.0,3300.0,25.0,8.0,25.0,sports_leisure,65
PRO_12813,perfumaria,48.0,435.0,3.0,318.0,19.0,10.0,12.0,perfumery,59
PRO_12814,eletrodomesticos,50.0,1304.0,1.0,500.0,16.0,10.0,18.0,home_appliances,44
PRO_12815,esporte_lazer,55.0,3120.0,1.0,3700.0,33.0,36.0,33.0,sports_leisure,65
PRO_12816,construcao_ferramentas_construcao,60.0,721.0,4.0,5200.0,49.0,13.0,39.0,construction_tools_construction,17
PRO_12817,automotivo,39.0,381.0,1.0,700.0,21.0,9.0,12.0,auto,5
PRO_12818,ferramentas_jardim,41.0,428.0,1.0,305.0,16.0,21.0,12.0,garden_tools,42
PRO_12819,utilidades_domesticas,47.0,313.0,1.0,5475.0,26.0,37.0,40.0,housewares,49
PRO_12820,moveis_decoracao,50.0,1878.0,3.0,2550.0,104.0,4.0,68.0,furniture_decor,39
PRO_12821,fashion_bolsas_e_acessorios,31.0,246.0,4.0,225.0,23.0,23.0,16.0,fashion_bags_accessories,28
PRO_12822,fashion_bolsas_e_acessorios,58.0,348.0,5.0,100.0,16.0,9.0,11.0,fashion_bags_accessories,28
PRO_12823,utilidades_domesticas,56.0,786.0,6.0,1700.0,20.0,10.0,14.0,housewares,49
PRO_12824,beleza_saude,58.0,356.0,1.0,200.0,19.0,4.0,11.0,health_beauty,43
PRO_12825,construcao_ferramentas_jardim,43.0,2031.0,1.0,825.0,17.0,16.0,13.0,costruction_tools_garden,21
PRO_12826,brinquedos,46.0,676.0,3.0,600.0,22.0,18.0,26.0,toys,69
PRO_12827,moveis_decoracao,5.0,267.0,1.0,2600.0,18.0,40.0,13.0,furniture_decor,39
PRO_12828,beleza_saude,36.0,551.0,1.0,125.0,17.0,7.0,12.0,health_beauty,43
PRO_12829,moveis_decoracao,47.0,504.0,1.0,550.0,25.0,25.0,25.0,furniture_decor,39
PRO_12830,ferramentas_jardim,52.0,768.0,2.0,2900.0,30.0,20.0,16.0,garden_tools,42
PRO_12831,informatica_acessorios,43.0,893.0,1.0,150.0,21.0,11.0,12.0,computers_accessories,15
PRO_12832,telefonia,45.0,56.0,1.0,50.0,16.0,14.0,15.0,telephony,68
PRO_12833,cool_stuff,42.0,296.0,4.0,2100.0,62.0,80.0,12.0,cool_stuff,20
PRO_12834,esporte_lazer,44.0,912.0,1.0,470.0,19.0,17.0,15.0,sports_leisure,65
PRO_12835,cama_mesa_banho,52.0,365.0,1.0,9300.0,45.0,15.0,35.0,bed_bath_table,7
PRO_12836,automotivo,35.0,350.0,1.0,21100.0,27.0,27.0,27.0,auto,5
PRO_12837,moveis_escritorio,47.0,2412.0,1.0,10850.0,58.0,20.0,58.0,office_furniture,57
PRO_12838,consoles_games,50.0,555.0,2.0,600.0,20.0,15.0,20.0,consoles_games,16
PRO_12839,cama_mesa_banho,60.0,146.0,2.0,3000.0,34.0,8.0,41.0,bed_bath_table,7
PRO_12840,unknown,51.0,595.0,1.0,1900.0,40.0,40.0,30.0,unknown,70
PRO_12841,cool_stuff,56.0,1050.0,1.0,2350.0,42.0,25.0,15.0,cool_stuff,20
PRO_12842,moveis_decoracao,45.0,275.0,1.0,500.0,23.0,9.0,23.0,furniture_decor,39
PRO_12843,utilidades_domesticas,49.0,254.0,1.0,825.0,27.0,18.0,20.0,housewares,49
PRO_12844,moveis_decoracao,54.0,1750.0,3.0,2450.0,105.0,3.0,70.0,furniture_decor,39
PRO_12845,moveis_decoracao,59.0,646.0,1.0,300.0,16.0,30.0,20.0,furniture_decor,39
PRO_12846,beleza_saude,53.0,389.0,3.0,100.0,16.0,3.0,12.0,health_beauty,43
PRO_12847,esporte_lazer,49.0,1096.0,3.0,3050.0,20.0,20.0,20.0,sports_leisure,65
PRO_12848,informatica_acessorios,48.0,647.0,1.0,1280.0,35.0,14.0,19.0,computers_accessories,15
PRO_12849,eletroportateis,44.0,860.0,3.0,895.0,24.0,14.0,15.0,small_appliances,63
PRO_12850,bebidas,43.0,532.0,1.0,1450.0,16.0,40.0,16.0,drinks,24
PRO_12851,cama_mesa_banho,59.0,425.0,1.0,1550.0,35.0,9.0,36.0,bed_bath_table,7
PRO_12852,cama_mesa_banho,29.0,296.0,1.0,900.0,60.0,15.0,50.0,bed_bath_table,7
PRO_12853,beleza_saude,56.0,940.0,2.0,1717.0,34.0,6.0,34.0,health_beauty,43
PRO_12854,informatica_acessorios,42.0,207.0,3.0,100.0,40.0,2.0,24.0,computers_accessories,15
PRO_12855,telefonia,57.0,406.0,4.0,200.0,20.0,9.0,14.0,telephony,68
PRO_12856,utilidades_domesticas,50.0,251.0,2.0,700.0,30.0,30.0,40.0,housewares,49
PRO_12857,moveis_decoracao,26.0,577.0,1.0,4950.0,36.0,41.0,36.0,furniture_decor,39
PRO_12858,consoles_games,25.0,751.0,5.0,300.0,20.0,2.0,14.0,consoles_games,16
PRO_12859,cama_mesa_banho,48.0,330.0,3.0,600.0,41.0,14.0,14.0,bed_bath_table,7
PRO_12860,cool_stuff,57.0,2489.0,4.0,600.0,16.0,18.0,25.0,cool_stuff,20
PRO_12861,relogios_presentes,47.0,596.0,1.0,300.0,19.0,10.0,15.0,watches_gifts,71
PRO_12862,cool_stuff,53.0,686.0,3.0,550.0,21.0,15.0,25.0,cool_stuff,20
PRO_12863,informatica_acessorios,49.0,210.0,1.0,200.0,31.0,16.0,16.0,computers_accessories,15
PRO_12864,cool_stuff,51.0,863.0,4.0,2100.0,23.0,40.0,16.0,cool_stuff,20
PRO_12865,moveis_decoracao,49.0,1918.0,3.0,7900.0,99.0,4.0,50.0,furniture_decor,39
PRO_12866,utilidades_domesticas,40.0,396.0,1.0,600.0,30.0,30.0,20.0,housewares,49
PRO_12867,informatica_acessorios,45.0,263.0,3.0,1042.0,36.0,18.0,33.0,computers_accessories,15
PRO_12868,telefonia,22.0,45.0,1.0,125.0,17.0,17.0,17.0,telephony,68
PRO_12869,beleza_saude,45.0,3091.0,1.0,150.0,24.0,5.0,11.0,health_beauty,43
PRO_12870,moveis_decoracao,55.0,2095.0,5.0,30000.0,80.0,10.0,50.0,furniture_decor,39
PRO_12871,utilidades_domesticas,50.0,196.0,1.0,7875.0,60.0,31.0,31.0,housewares,49
PRO_12872,utilidades_domesticas,34.0,1031.0,6.0,1600.0,20.0,60.0,20.0,housewares,49
PRO_12873,brinquedos,54.0,1205.0,1.0,400.0,25.0,13.0,20.0,toys,69
