customer_id,customer_zip_code_prefix,customer_city,customer_state,customer_state_encoded,customer_city_encoded
CUS_59177,96790,barra do ribeiro,RS,22,407
CUS_59178,91040,porto alegre,RS,22,2964
CUS_59179,13348,indaiatuba,SP,25,1663
CUS_59180,58036,joao pessoa,PB,14,1983
CUS_59181,27998,carapebus,RJ,18,819
CUS_59182,91230,porto alegre,RS,22,2964
CUS_59183,79093,campo grande,MS,11,725
CUS_59184,86400,jacarezinho,PR,17,1885
CUS_59185,75690,caldas novas,GO,8,668
CUS_59186,22631,rio de janeiro,RJ,18,3155
CUS_59187,29900,linhares,ES,7,2106
CUS_59188,5537,sao paulo,SP,25,3597
CUS_59189,6606,jandira,SP,25,1921
CUS_59190,71261,brasilia,DF,6,558
CUS_59191,13170,sumare,SP,25,3765
CUS_59192,17011,bauru,SP,25,438
CUS_59193,22031,rio de janeiro,RJ,18,3155
CUS_59194,37570,ouro fino,MG,10,2607
CUS_59195,30350,belo horizonte,MG,10,453
CUS_59196,9230,santo andre,SP,25,3375
CUS_59197,13901,amparo,SP,25,157
CUS_59198,3344,sao paulo,SP,25,3597
CUS_59199,2210,sao paulo,SP,25,3597
CUS_59200,11040,santos,SP,25,3415
CUS_59201,12240,sao jose dos campos,SP,25,3554
CUS_59202,90030,porto alegre,RS,22,2964
CUS_59203,11630,ilhabela,SP,25,1644
CUS_59204,36230,bias fortes,MG,10,472
CUS_59205,13212,jundiai,SP,25,2010
CUS_59206,98280,panambi,RS,22,2657
CUS_59207,95084,caxias do sul,RS,22,900
CUS_59208,25245,duque de caxias,RJ,18,1235
CUS_59209,26574,mesquita,RJ,18,2300
CUS_59210,29043,vitoria,ES,7,4087
CUS_59211,8141,sao paulo,SP,25,3597
CUS_59212,4911,sao paulo,SP,25,3597
CUS_59213,4545,sao paulo,SP,25,3597
CUS_59214,13482,limeira,SP,25,2098
CUS_59215,4195,sao paulo,SP,25,3597
CUS_59216,18720,paranapanema,SP,25,2692
CUS_59217,31970,belo horizonte,MG,10,453
CUS_59218,9895,sao bernardo do campo,SP,25,3428
CUS_59219,5778,sao paulo,SP,25,3597
CUS_59220,5459,sao paulo,SP,25,3597
CUS_59221,65046,sao luis,MA,9,3566
CUS_59222,20231,rio de janeiro,RJ,18,3155
CUS_59223,40300,salvador,BA,4,3247
CUS_59224,27943,macae,RJ,18,2139
CUS_59225,6855,itapecerica da serra,SP,25,1799
CUS_59226,87710,paranavai,PR,17,2696
CUS_59227,29163,serra,ES,7,3690
CUS_59228,23085,rio de janeiro,RJ,18,3155
CUS_59229,74884,goiania,GO,8,1445
CUS_59230,78110,varzea grande,MT,12,4024
CUS_59231,13188,hortolandia,SP,25,1553
CUS_59232,13015,campinas,SP,25,707
CUS_59233,21321,rio de janeiro,RJ,18,3155
CUS_59234,13045,campinas,SP,25,707
CUS_59235,22460,rio de janeiro,RJ,18,3155
CUS_59236,66610,belem,PA,13,448
CUS_59237,12091,taubate,SP,25,3825
CUS_59238,44700,jacobina,BA,4,1891
CUS_59239,84500,irati,PR,17,1724
CUS_59240,41810,salvador,BA,4,3247
CUS_59241,1409,sao paulo,SP,25,3597
CUS_59242,8610,suzano,SP,25,3770
CUS_59243,76260,diorama,GO,8,1183
CUS_59244,2409,sao paulo,SP,25,3597
CUS_59245,31520,belo horizonte,MG,10,453
CUS_59246,16370,promissao,SP,25,3030
CUS_59247,11065,santos,SP,25,3415
CUS_59248,31210,belo horizonte,MG,10,453
CUS_59249,87025,maringa,PR,17,2242
CUS_59250,16204,birigui,SP,25,476
CUS_59251,13641,pirassununga,SP,25,2887
CUS_59252,3585,sao paulo,SP,25,3597
CUS_59253,13490,cordeiropolis,SP,25,1049
CUS_59254,9560,sao caetano do sul,SP,25,3433
CUS_59255,5145,sao paulo,SP,25,3597
CUS_59256,76954,alta floresta d'oeste,RO,20,101
CUS_59257,76935,sao francisco do guapore,RO,20,3462
CUS_59258,16880,valparaiso,SP,25,4003
CUS_59259,9435,ribeirao pires,SP,25,3131
CUS_59260,3077,sao paulo,SP,25,3597
CUS_59261,64760,sao joao do piaui,PI,16,3503
CUS_59262,6226,osasco,SP,25,2594
CUS_59263,65051,sao luis,MA,9,3566
CUS_59264,3427,sao paulo,SP,25,3597
CUS_59265,18274,tatui,SP,25,3823
CUS_59266,29199,aracruz,ES,7,237
CUS_59267,83323,pinhais,PR,17,2848
CUS_59268,22713,rio de janeiro,RJ,18,3155
CUS_59269,3431,sao paulo,SP,25,3597
CUS_59270,31035,belo horizonte,MG,10,453
CUS_59271,81825,curitiba,PR,17,1143
CUS_59272,88350,brusque,SC,23,583
CUS_59273,13633,pirassununga,SP,25,2887
CUS_59274,85794,alto alegre do iguacu,PR,17,109
CUS_59275,9780,sao bernardo do campo,SP,25,3428
CUS_59276,3502,sao paulo,SP,25,3597
CUS_59277,5549,sao paulo,SP,25,3597
CUS_59278,88353,brusque,SC,23,583
CUS_59279,37136,alfenas,MG,10,84
CUS_59280,4856,sao paulo,SP,25,3597
CUS_59281,18603,botucatu,SP,25,546
CUS_59282,29162,serra,ES,7,3690
CUS_59283,7858,franco da rocha,SP,25,1390
CUS_59284,4142,sao paulo,SP,25,3597
CUS_59285,83045,sao jose dos pinhais,PR,17,3556
CUS_59286,84196,colonia castrolanda,PR,17,989
CUS_59287,14055,ribeirao preto,SP,25,3132
CUS_59288,71881,brasilia,DF,6,558
CUS_59289,13848,mogi-guacu,SP,25,2343
CUS_59290,12270,jambeiro,SP,25,1915
CUS_59291,78670,sao felix do araguaia,MT,12,3450
CUS_59292,99040,passo fundo,RS,22,2723
CUS_59293,23510,rio de janeiro,RJ,18,3155
CUS_59294,25936,mage,RJ,18,2167
CUS_59295,1433,sao paulo,SP,25,3597
CUS_59296,35470,moeda,MG,10,2339
CUS_59297,80620,curitiba,PR,17,1143
CUS_59298,88135,palhoca,SC,23,2635
CUS_59299,55340,aguas belas,PE,15,47
CUS_59300,34012,nova lima,MG,10,2512
CUS_59301,86041,londrina,PR,17,2112
CUS_59302,9370,maua,SP,25,2282
CUS_59303,90880,porto alegre,RS,22,2964
CUS_59304,96207,rio grande,RS,22,3167
CUS_59305,1419,sao paulo,SP,25,3597
CUS_59306,45200,jequie,BA,4,1960
CUS_59307,13030,campinas,SP,25,707
CUS_59308,25235,duque de caxias,RJ,18,1235
CUS_59309,73105,brasilia,DF,6,558
CUS_59310,6709,cotia,SP,25,1092
CUS_59311,17055,bauru,SP,25,438
CUS_59312,59585,sao miguel do gostoso,RN,19,3588
CUS_59313,11060,santos,SP,25,3415
CUS_59314,12954,atibaia,SP,25,330
CUS_59315,13172,sumare,SP,25,3765
CUS_59316,12711,cruzeiro,SP,25,1125
CUS_59317,92330,canoas,RS,22,772
CUS_59318,28030,campos dos goytacazes,RJ,18,740
CUS_59319,38401,uberlandia,MG,10,3950
CUS_59320,13076,campinas,SP,25,707
CUS_59321,12310,jacarei,SP,25,1884
CUS_59322,7950,francisco morato,SP,25,1387
CUS_59323,14300,batatais,SP,25,435
CUS_59324,5083,sao paulo,SP,25,3597
CUS_59325,35650,pitangui,MG,10,2902
CUS_59326,5036,sao paulo,SP,25,3597
CUS_59327,27925,macae,RJ,18,2139
CUS_59328,72017,brasilia,DF,6,558
CUS_59329,3758,sao paulo,SP,25,3597
CUS_59330,89248,garuva,SC,23,1417
CUS_59331,13171,sumare,SP,25,3765
CUS_59332,1016,sao paulo,SP,25,3597
CUS_59333,5844,sao paulo,SP,25,3597
CUS_59334,75570,bom jesus,GO,8,507
CUS_59335,3557,sao paulo,SP,25,3597
CUS_59336,8594,itaquaquecetuba,SP,25,1828
CUS_59337,23040,rio de janeiro,RJ,18,3155
CUS_59338,27910,macae,RJ,18,2139
CUS_59339,65077,sao luis,MA,9,3566
CUS_59340,20531,rio de janeiro,RJ,18,3155
CUS_59341,59900,pau dos ferros,RN,19,2739
CUS_59342,25720,petropolis,RJ,18,2815
CUS_59343,27210,volta redonda,RJ,18,4097
CUS_59344,37901,passos,MG,10,2724
CUS_59345,41810,salvador,BA,4,3247
CUS_59346,11630,ilhabela,SP,25,1644
CUS_59347,13876,sao joao da boa vista,SP,25,3486
CUS_59348,18304,capao bonito,SP,25,780
CUS_59349,7272,guarulhos,SP,25,1529
CUS_59350,76420,niquelandia,GO,8,2460
CUS_59351,88302,itajai,SC,23,1768
CUS_59352,1215,sao paulo,SP,25,3597
CUS_59353,9112,santo andre,SP,25,3375
CUS_59354,94040,gravatai,RS,22,1474
CUS_59355,91910,porto alegre,RS,22,2964
CUS_59356,5617,sao paulo,SP,25,3597
CUS_59357,23045,rio de janeiro,RJ,18,3155
CUS_59358,13500,rio claro,SP,25,3149
CUS_59359,11730,mongagua,SP,25,2352
CUS_59360,60420,fortaleza,CE,5,1374
CUS_59361,2017,sao paulo,SP,25,3597
CUS_59362,85902,toledo,PR,17,3874
CUS_59363,63010,juazeiro do norte,CE,5,2000
CUS_59364,75803,jatai,GO,8,1948
CUS_59365,13425,piracicaba,SP,25,2867
CUS_59366,3526,sao paulo,SP,25,3597
CUS_59367,48930,curaca,BA,4,1142
CUS_59368,13454,santa barbara d'oeste,SP,25,3261
CUS_59369,3817,sao paulo,SP,25,3597
CUS_59370,5410,sao paulo,SP,25,3597
CUS_59371,13454,santa barbara d'oeste,SP,25,3261
CUS_59372,88955,balneario gaivota,SC,23,362
CUS_59373,9430,ribeirao pires,SP,25,3131
CUS_59374,23058,rio de janeiro,RJ,18,3155
CUS_59375,18285,cesario lange,SP,25,926
CUS_59376,82560,curitiba,PR,17,1143
CUS_59377,84300,tibagi,PR,17,3856
CUS_59378,9441,ribeirao pires,SP,25,3131
CUS_59379,21020,rio de janeiro,RJ,18,3155
CUS_59380,37552,pouso alegre,MG,10,2995
CUS_59381,7152,guarulhos,SP,25,1529
CUS_59382,22251,rio de janeiro,RJ,18,3155
CUS_59383,7792,cajamar,SP,25,655
CUS_59384,5782,sao paulo,SP,25,3597
CUS_59385,21210,rio de janeiro,RJ,18,3155
CUS_59386,58035,joao pessoa,PB,14,1983
CUS_59387,9070,santo andre,SP,25,3375
CUS_59388,14200,sao simao,SP,25,3631
CUS_59389,74495,goiania,GO,8,1445
CUS_59390,36680,sao joao nepomuceno,MG,10,3510
CUS_59391,29665,sao roque do canaa,ES,7,3616
CUS_59392,36400,conselheiro lafaiete,MG,10,1036
CUS_59393,81150,curitiba,PR,17,1143
CUS_59394,95555,capao da canoa,RS,22,781
CUS_59395,8452,sao paulo,SP,25,3597
CUS_59396,17023,bauru,SP,25,438
CUS_59397,56870,triunfo,PE,15,3912
CUS_59398,4080,sao paulo,SP,25,3597
CUS_59399,11461,guaruja,SP,25,1527
CUS_59400,4304,sao paulo,SP,25,3597
CUS_59401,83060,sao jose dos pinhais,PR,17,3556
CUS_59402,14093,ribeirao preto,SP,25,3132
CUS_59403,31630,belo horizonte,MG,10,453
CUS_59404,1307,sao paulo,SP,25,3597
CUS_59405,11900,registro,SP,25,3095
CUS_59406,1244,sao paulo,SP,25,3597
CUS_59407,29102,vila velha,ES,7,4074
CUS_59408,79052,campo grande,MS,11,725
CUS_59409,5890,sao paulo,SP,25,3597
CUS_59410,13043,campinas,SP,25,707
CUS_59411,20271,rio de janeiro,RJ,18,3155
CUS_59412,31015,belo horizonte,MG,10,453
CUS_59413,30492,belo horizonte,MG,10,453
CUS_59414,13304,itu,SP,25,1855
CUS_59415,4186,sao paulo,SP,25,3597
CUS_59416,2451,sao paulo,SP,25,3597
CUS_59417,62200,nova russas,CE,5,2532
CUS_59418,12412,pindamonhangaba,SP,25,2840
CUS_59419,23055,rio de janeiro,RJ,18,3155
CUS_59420,3017,sao paulo,SP,25,3597
CUS_59421,95700,bento goncalves,RS,22,462
CUS_59422,13097,campinas,SP,25,707
CUS_59423,89300,mafra,SC,23,2164
CUS_59424,81820,curitiba,PR,17,1143
CUS_59425,9390,maua,SP,25,2282
CUS_59426,22010,rio de janeiro,RJ,18,3155
CUS_59427,4433,sao paulo,SP,25,3597
CUS_59428,30180,belo horizonte,MG,10,453
CUS_59429,60170,fortaleza,CE,5,1374
CUS_59430,22743,rio de janeiro,RJ,18,3155
CUS_59431,64078,teresina,PI,16,3843
CUS_59432,27525,resende,RJ,18,3100
CUS_59433,27925,macae,RJ,18,2139
CUS_59434,29015,vitoria,ES,7,4087
CUS_59435,17760,inubia paulista,SP,25,1680
CUS_59436,17017,bauru,SP,25,438
CUS_59437,74810,goiania,GO,8,1445
CUS_59438,73270,brasilia,DF,6,558
CUS_59439,49090,aracaju,SE,24,227
CUS_59440,88137,palhoca,SC,23,2635
CUS_59441,28360,bom jesus do itabapoana,RJ,18,515
CUS_59442,6780,taboao da serra,SP,25,3775
CUS_59443,22230,rio de janeiro,RJ,18,3155
CUS_59444,85010,guarapuava,PR,17,1515
CUS_59445,6706,cotia,SP,25,1092
CUS_59446,38175,santa juliana,MG,10,3300
CUS_59447,13400,piracicaba,SP,25,2867
CUS_59448,28380,natividade,RJ,18,2444
CUS_59449,21341,rio de janeiro,RJ,18,3155
CUS_59450,95880,estrela,RS,22,1296
CUS_59451,22281,rio de janeiro,RJ,18,3155
CUS_59452,2931,sao paulo,SP,25,3597
CUS_59453,78088,cuiaba,MT,12,1133
CUS_59454,4030,sao paulo,SP,25,3597
CUS_59455,12211,sao jose dos campos,SP,25,3554
CUS_59456,6422,barueri,SP,25,430
CUS_59457,8743,mogi das cruzes,SP,25,2341
CUS_59458,13209,jundiai,SP,25,2010
CUS_59459,13660,porto ferreira,SP,25,2974
CUS_59460,5890,sao paulo,SP,25,3597
CUS_59461,20261,rio de janeiro,RJ,18,3155
CUS_59462,6013,osasco,SP,25,2594
CUS_59463,5633,sao paulo,SP,25,3597
CUS_59464,2471,sao paulo,SP,25,3597
CUS_59465,64016,teresina,PI,16,3843
CUS_59466,27353,barra mansa,RJ,18,413
CUS_59467,17057,bauru,SP,25,438
CUS_59468,27521,resende,RJ,18,3100
CUS_59469,30120,belo horizonte,MG,10,453
CUS_59470,85854,foz do iguacu,PR,17,1378
CUS_59471,14140,cravinhos,SP,25,1100
CUS_59472,95250,antonio prado,RS,22,203
CUS_59473,4716,sao paulo,SP,25,3597
CUS_59474,13185,hortolandia,SP,25,1553
CUS_59475,8040,sao paulo,SP,25,3597
CUS_59476,88308,itajai,SC,23,1768
CUS_59477,12922,braganca paulista,SP,25,552
CUS_59478,5641,sao paulo,SP,25,3597
CUS_59479,3657,sao paulo,SP,25,3597
CUS_59480,9770,sao bernardo do campo,SP,25,3428
CUS_59481,89670,catanduvas,SC,23,885
CUS_59482,72251,brasilia,DF,6,558
CUS_59483,22231,rio de janeiro,RJ,18,3155
CUS_59484,65048,sao luis,MA,9,3566
CUS_59485,4038,sao paulo,SP,25,3597
CUS_59486,35053,governador valadares,MG,10,1463
CUS_59487,20050,rio de janeiro,RJ,18,3155
CUS_59488,71060,brasilia,DF,6,558
CUS_59489,9330,maua,SP,25,2282
CUS_59490,19360,santo anastacio,SP,25,3374
CUS_59491,73030,brasilia,DF,6,558
CUS_59492,7130,guarulhos,SP,25,1529
CUS_59493,13186,hortolandia,SP,25,1553
CUS_59494,22730,rio de janeiro,RJ,18,3155
CUS_59495,15300,general salgado,SP,25,1426
CUS_59496,85884,medianeira,PR,17,2289
CUS_59497,35053,governador valadares,MG,10,1463
CUS_59498,2251,sao paulo,SP,25,3597
CUS_59499,42700,lauro de freitas,BA,4,2078
CUS_59500,65066,sao luis,MA,9,3566
CUS_59501,11443,guaruja,SP,25,1527
CUS_59502,74810,goiania,GO,8,1445
CUS_59503,65274,nova olinda do maranhao,MA,9,2521
CUS_59504,9690,sao bernardo do campo,SP,25,3428
CUS_59505,37701,pocos de caldas,MG,10,2925
CUS_59506,27933,macae,RJ,18,2139
CUS_59507,37250,nepomuceno,MG,10,2454
CUS_59508,9663,sao bernardo do campo,SP,25,3428
CUS_59509,13419,piracicaba,SP,25,2867
CUS_59510,65074,sao luis,MA,9,3566
CUS_59511,13150,cosmopolis,SP,25,1087
CUS_59512,41181,salvador,BA,4,3247
CUS_59513,54120,jaboatao dos guararapes,PE,15,1874
CUS_59514,22793,rio de janeiro,RJ,18,3155
CUS_59515,13202,jundiai,SP,25,2010
CUS_59516,36328,santa cruz de minas,MG,10,3275
CUS_59517,20561,rio de janeiro,RJ,18,3155
CUS_59518,90620,porto alegre,RS,22,2964
CUS_59519,20031,rio de janeiro,RJ,18,3155
CUS_59520,11702,praia grande,SP,25,3003
CUS_59521,13254,itatiba,SP,25,1839
CUS_59522,88703,tubarao,SC,23,3915
CUS_59523,55030,caruaru,PE,15,860
CUS_59524,22011,rio de janeiro,RJ,18,3155
CUS_59525,35450,itabirito,MG,10,1743
CUS_59526,36660,alem paraiba,MG,10,79
CUS_59527,80010,curitiba,PR,17,1143
CUS_59528,6702,cotia,SP,25,1092
CUS_59529,71505,brasilia,DF,6,558
CUS_59530,4140,sao paulo,SP,25,3597
CUS_59531,25745,petropolis,RJ,18,2815
CUS_59532,4304,sao paulo,SP,25,3597
CUS_59533,1138,sao paulo,SP,25,3597
CUS_59534,83511,almirante tamandare,PR,17,95
CUS_59535,13484,limeira,SP,25,2098
CUS_59536,15400,olimpia,SP,25,2578
CUS_59537,22783,rio de janeiro,RJ,18,3155
CUS_59538,8210,sao paulo,SP,25,3597
CUS_59539,98410,taquarucu do sul,RS,22,3819
CUS_59540,56460,petrolandia,PE,15,2813
CUS_59541,89253,jaragua do sul,SC,23,1936
CUS_59542,14900,itapolis,SP,25,1821
CUS_59543,6636,jandira,SP,25,1921
CUS_59544,18031,sorocaba,SP,25,3758
CUS_59545,6016,osasco,SP,25,2594
CUS_59546,35198,ipaba,MG,10,1682
CUS_59547,13140,paulinia,SP,25,2744
CUS_59548,84925,pinhalao,PR,17,2850
CUS_59549,41925,salvador,BA,4,3247
CUS_59550,3064,sao paulo,SP,25,3597
CUS_59551,81510,curitiba,PR,17,1143
CUS_59552,6182,osasco,SP,25,2594
CUS_59553,93700,campo bom,RS,22,717
CUS_59554,26130,belford roxo,RJ,18,450
CUS_59555,90670,porto alegre,RS,22,2964
CUS_59556,74150,goiania,GO,8,1445
CUS_59557,9160,santo andre,SP,25,3375
CUS_59558,13848,mogi-guacu,SP,25,2343
CUS_59559,13088,campinas,SP,25,707
CUS_59560,13401,piracicaba,SP,25,2867
CUS_59561,3266,sao paulo,SP,25,3597
CUS_59562,4215,sao paulo,SP,25,3597
CUS_59563,24230,niteroi,RJ,18,2461
CUS_59564,38408,uberlandia,MG,10,3950
CUS_59565,14079,ribeirao preto,SP,25,3132
CUS_59566,1229,sao paulo,SP,25,3597
CUS_59567,64490,regeneracao,PI,16,3092
CUS_59568,24723,sao goncalo,RJ,18,3471
CUS_59569,13835,conchal,SP,25,1020
CUS_59570,28991,saquarema,RJ,18,3649
CUS_59571,59612,mossoro,RN,19,2411
CUS_59572,65700,bacabal,MA,9,346
CUS_59573,48909,juazeiro,BA,4,1999
CUS_59574,8577,itaquaquecetuba,SP,25,1828
CUS_59575,18606,botucatu,SP,25,546
CUS_59576,2983,sao paulo,SP,25,3597
CUS_59577,44052,feira de santana,BA,4,1324
CUS_59578,76600,goias,GO,8,1449
CUS_59579,37142,divisa nova,MG,10,1194
CUS_59580,31565,belo horizonte,MG,10,453
CUS_59581,34515,sabara,MG,10,3220
CUS_59582,86280,urai,PR,17,3972
CUS_59583,13213,jundiai,SP,25,2010
CUS_59584,21220,rio de janeiro,RJ,18,3155
CUS_59585,18275,tatui,SP,25,3823
CUS_59586,8290,sao paulo,SP,25,3597
CUS_59587,45650,ilheus,BA,4,1645
CUS_59588,71929,brasilia,DF,6,558
CUS_59589,8542,ferraz de vasconcelos,SP,25,1337
CUS_59590,1223,sao paulo,SP,25,3597
CUS_59591,42700,lauro de freitas,BA,4,2078
CUS_59592,94410,viamao,RS,22,4048
CUS_59593,11350,sao vicente,SP,25,3638
CUS_59594,14955,borborema,SP,25,540
CUS_59595,97543,alegrete,RS,22,76
CUS_59596,72445,brasilia,DF,6,558
CUS_59597,4690,sao paulo,SP,25,3597
CUS_59598,29166,serra,ES,7,3690
CUS_59599,30170,belo horizonte,MG,10,453
CUS_59600,95599,balneario pinhal,RS,22,364
CUS_59601,3928,sao paulo,SP,25,3597
CUS_59602,3325,sao paulo,SP,25,3597
CUS_59603,4187,sao paulo,SP,25,3597
CUS_59604,89600,joacaba,SC,23,1974
CUS_59605,35540,oliveira,MG,10,2581
CUS_59606,13015,campinas,SP,25,707
CUS_59607,2805,sao paulo,SP,25,3597
CUS_59608,14110,bonfim paulista,SP,25,528
CUS_59609,20920,rio de janeiro,RJ,18,3155
CUS_59610,35501,divinopolis,MG,10,1190
CUS_59611,17047,bauru,SP,25,438
CUS_59612,83408,colombo,PR,17,988
CUS_59613,68745,castanhal,PA,13,873
CUS_59614,45443,igrapiuna,BA,4,1629
CUS_59615,35550,itapecerica,MG,10,1798
CUS_59616,40301,salvador,BA,4,3247
CUS_59617,13473,americana,SP,25,151
CUS_59618,74860,goiania,GO,8,1445
CUS_59619,99260,casca,RS,22,865
CUS_59620,28200,sao joao da barra,RJ,18,3485
CUS_59621,20270,rio de janeiro,RJ,18,3155
CUS_59622,3150,sao paulo,SP,25,3597
CUS_59623,35790,curvelo,MG,10,1152
CUS_59624,2228,sao paulo,SP,25,3597
CUS_59625,92030,canoas,RS,22,772
CUS_59626,22451,rio de janeiro,RJ,18,3155
CUS_59627,20510,rio de janeiro,RJ,18,3155
CUS_59628,95555,capao da canoa,RS,22,781
CUS_59629,7056,guarulhos,SP,25,1529
CUS_59630,4537,sao paulo,SP,25,3597
CUS_59631,92020,canoas,RS,22,772
CUS_59632,65110,sao jose de ribamar,MA,9,3530
CUS_59633,35650,pitangui,MG,10,2902
CUS_59634,12233,sao jose dos campos,SP,25,3554
CUS_59635,13403,piracicaba,SP,25,2867
CUS_59636,22471,rio de janeiro,RJ,18,3155
CUS_59637,90680,porto alegre,RS,22,2964
CUS_59638,34012,nova lima,MG,10,2512
CUS_59639,27937,macae,RJ,18,2139
CUS_59640,33833,ribeirao das neves,MG,10,3128
CUS_59641,28500,cantagalo,RJ,18,775
CUS_59642,5541,sao paulo,SP,25,3597
CUS_59643,14150,serrana,SP,25,3703
CUS_59644,91150,porto alegre,RS,22,2964
CUS_59645,4675,sao paulo,SP,25,3597
CUS_59646,99700,erechim,RS,22,1268
CUS_59647,3314,sao paulo,SP,25,3597
CUS_59648,83325,pinhais,PR,17,2848
CUS_59649,1047,sao paulo,SP,25,3597
CUS_59650,38408,uberlandia,MG,10,3950
CUS_59651,11075,santos,SP,25,3415
CUS_59652,13472,americana,SP,25,151
CUS_59653,4639,sao paulo,SP,25,3597
CUS_59654,48970,senhor do bonfim,BA,4,3681
CUS_59655,71571,brasilia,DF,6,558
CUS_59656,4520,sao paulo,SP,25,3597
CUS_59657,81020,curitiba,PR,17,1143
CUS_59658,7050,guarulhos,SP,25,1529
CUS_59659,88914,balneario arroio do silva,SC,23,359
CUS_59660,37501,itajuba,MG,10,1772
CUS_59661,15355,guzolandia,SP,25,1540
CUS_59662,9071,santo andre,SP,25,3375
CUS_59663,99890,maximiliano de almeida,RS,22,2286
CUS_59664,20921,rio de janeiro,RJ,18,3155
CUS_59665,11070,santos,SP,25,3415
CUS_59666,90050,porto alegre,RS,22,2964
CUS_59667,1221,sao paulo,SP,25,3597
CUS_59668,93115,sao leopoldo,RS,22,3558
CUS_59669,14600,sao joaquim da barra,SP,25,3512
CUS_59670,71680,brasilia,DF,6,558
CUS_59671,35640,pompeu,MG,10,2934
CUS_59672,86755,angulo,PR,17,186
CUS_59673,87020,maringa,PR,17,2242
CUS_59674,20090,rio de janeiro,RJ,18,3155
CUS_59675,80730,curitiba,PR,17,1143
CUS_59676,2970,sao paulo,SP,25,3597
CUS_59677,3089,sao paulo,SP,25,3597
CUS_59678,11920,iguape,SP,25,1634
CUS_59679,92200,canoas,RS,22,772
CUS_59680,40243,salvador,BA,4,3247
CUS_59681,30880,belo horizonte,MG,10,453
CUS_59682,58433,campina grande,PB,14,702
CUS_59683,37464,itanhandu,MG,10,1785
CUS_59684,27700,vassouras,RJ,18,4029
CUS_59685,81560,curitiba,PR,17,1143
CUS_59686,13830,santo antonio de posse,SP,25,3386
CUS_59687,8215,sao paulo,SP,25,3597
CUS_59688,89803,chapeco,SC,23,941
CUS_59689,20745,rio de janeiro,RJ,18,3155
CUS_59690,39401,montes claros,MG,10,2386
CUS_59691,88305,itajai,SC,23,1768
CUS_59692,22431,rio de janeiro,RJ,18,3155
CUS_59693,13424,piracicaba,SP,25,2867
CUS_59694,31170,belo horizonte,MG,10,453
CUS_59695,93530,novo hamburgo,RS,22,2552
CUS_59696,9071,santo andre,SP,25,3375
CUS_59697,89535,ponte alta do norte,SC,23,2943
CUS_59698,61979,amanari,CE,5,143
CUS_59699,73005,brasilia,DF,6,558
CUS_59700,80240,curitiba,PR,17,1143
CUS_59701,13219,jundiai,SP,25,2010
CUS_59702,11723,praia grande,SP,25,3003
CUS_59703,91220,porto alegre,RS,22,2964
CUS_59704,5634,sao paulo,SP,25,3597
CUS_59705,38705,patos de minas,MG,10,2731
CUS_59706,22770,rio de janeiro,RJ,18,3155
CUS_59707,22240,rio de janeiro,RJ,18,3155
CUS_59708,86360,bandeirantes,PR,17,375
CUS_59709,41181,salvador,BA,4,3247
CUS_59710,1451,sao paulo,SP,25,3597
CUS_59711,31140,belo horizonte,MG,10,453
CUS_59712,55125,toritama,PE,15,3879
CUS_59713,88880,lauro muller,SC,23,2079
CUS_59714,36420,ouro branco,MG,10,2606
CUS_59715,40150,salvador,BA,4,3247
CUS_59716,15823,elisiario,SP,25,1244
CUS_59717,21330,rio de janeiro,RJ,18,3155
CUS_59718,56000,salgueiro,PE,15,3231
CUS_59719,16570,guaranta,SP,25,1511
CUS_59720,13311,itu,SP,25,1855
CUS_59721,86430,santo antonio da platina,PR,17,3380
CUS_59722,6700,cotia,SP,25,1092
CUS_59723,90440,porto alegre,RS,22,2964
CUS_59724,1309,sao paulo,SP,25,3597
CUS_59725,36010,juiz de fora,MG,10,2005
CUS_59726,96508,cachoeira do sul,RS,22,627
CUS_59727,22630,rio de janeiro,RJ,18,3155
CUS_59728,41830,salvador,BA,4,3247
CUS_59729,22031,rio de janeiro,RJ,18,3155
CUS_59730,28026,campos dos goytacazes,RJ,18,740
CUS_59731,13329,salto,SP,25,3238
CUS_59732,23095,rio de janeiro,RJ,18,3155
CUS_59733,4531,sao paulo,SP,25,3597
CUS_59734,95181,farroupilha,RS,22,1314
CUS_59735,12315,jacarei,SP,25,1884
CUS_59736,37701,pocos de caldas,MG,10,2925
CUS_59737,61880,itaitinga,CE,5,1765
CUS_59738,2615,sao paulo,SP,25,3597
CUS_59739,30441,belo horizonte,MG,10,453
CUS_59740,78575,juara,MT,12,1997
CUS_59741,16025,aracatuba,SP,25,231
CUS_59742,13232,campo limpo paulista,SP,25,728
CUS_59743,37310,bom jardim de minas,MG,10,506
CUS_59744,1434,sao paulo,SP,25,3597
CUS_59745,14709,bebedouro,SP,25,440
CUS_59746,72430,brasilia,DF,6,558
CUS_59747,11672,caraguatatuba,SP,25,811
CUS_59748,4372,sao paulo,SP,25,3597
CUS_59749,22793,rio de janeiro,RJ,18,3155
CUS_59750,80820,curitiba,PR,17,1143
CUS_59751,13034,campinas,SP,25,707
CUS_59752,12287,cacapava,SP,25,615
CUS_59753,9430,ribeirao pires,SP,25,3131
CUS_59754,4203,sao paulo,SP,25,3597
CUS_59755,54470,jaboatao dos guararapes,PE,15,1874
CUS_59756,24120,niteroi,RJ,18,2461
CUS_59757,15190,nhandeara,SP,25,2457
CUS_59758,57035,maceio,AL,1,2150
CUS_59759,13506,rio claro,SP,25,3149
